,Rank,Player Name,Team,Successful,Errors,Attempts,Average per match,Success %,Total,Year
430,53,Grebennikov,FRA,1,0,20,0.33,4.76,21,2022
431,54,Zhang B.L.,CHN,0,0,1,0.00,0.00,1,2022
432,54,Li Y.Z.,CHN,0,3,6,0.00,0.00,9,2022
433,54,Jiang Z.Y.,CHN,0,0,2,0.00,0.00,2,2022
434,54,Peng S.K.,CHN,0,0,5,0.00,0.00,5,2022
435,54,Yuan D.Y.,CHN,0,0,1,0.00,0.00,1,2022
436,54,Miao R.T.,CHN,0,0,0,,,0,2022
437,54,Zhang J.Y.,CHN,0,0,9,0.00,0.00,9,2022
438,54,Reza,IRI,0,0,0,,,0,2022
439,54,Esi,IRI,0,0,1,0.00,0.00,1,2022
440,54,Kazemi,IRI,0,1,0,0.00,0.00,1,2022
441,54,Mehrab,IRI,0,1,0,0.00,0.00,1,2022
442,54,T. Štern,SLO,0,0,7,0.00,0.00,7,2022
443,54,Kozamernik,SLO,0,0,5,0.00,0.00,5,2022
444,54,Bošnjak,SLO,0,0,0,,,0,2022
445,54,Klobucar,SLO,0,0,2,0.00,0.00,2,2022
446,54,Videčnik,SLO,0,0,2,0.00,0.00,2,2022
447,54,Pasteur,USA,0,0,0,,,0,2022
448,54,Hanes,USA,0,0,2,0.00,0.00,2,2022
449,54,Gasman,USA,0,0,0,,,0,2022
450,54,Briggs,USA,0,0,0,,,0,2022
451,54,Kessel,USA,0,0,1,0.00,0.00,1,2022
452,54,Mitchem,USA,0,0,0,,,0,2022
453,54,Karyagin,BUL,0,0,4,0.00,0.00,4,2022
454,54,Chavdarov,BUL,0,0,0,,,0,2022
455,54,Grozdanov,BUL,0,0,4,0.00,0.00,4,2022
456,54,Valchinov,BUL,0,0,0,,,0,2022
457,54,S.Ivanov,BUL,0,0,2,0.00,0.00,2,2022
458,54,Katic,SRB,0,0,12,0.00,0.00,12,2022
459,54,Kujundžić,SRB,0,0,7,0.00,0.00,7,2022
460,54,Perić,SRB,0,2,18,0.00,0.00,20,2022
461,54,Nedeljković,SRB,0,2,1,0.00,0.00,3,2022
462,54,Koprivica,SRB,0,1,15,0.00,0.00,16,2022
463,54,Meljanac,SRB,0,0,4,0.00,0.00,4,2022
464,54,Petkovic,SRB,0,1,8,0.00,0.00,9,2022
465,54,Rudić,SRB,0,0,0,,,0,2022
466,54,Elser,CAN,0,2,2,0.00,0.00,4,2022
467,54,Eshenko,CAN,0,0,2,0.00,0.00,2,2022
468,54,Wilson,CAN,0,0,1,0.00,0.00,1,2022
469,54,Hofer,CAN,0,0,3,0.00,0.00,3,2022
470,54,Howe,CAN,0,0,2,0.00,0.00,2,2022
471,54,M. Elser,CAN,0,0,8,0.00,0.00,8,2022
472,54,Reichert,GER,0,2,24,0.00,0.00,26,2022
473,54,Krage,GER,0,1,7,0.00,0.00,8,2022
474,54,Weber,GER,0,0,11,0.00,0.00,11,2022
475,54,Krick,GER,0,0,4,0.00,0.00,4,2022
476,54,Goralik,GER,0,0,0,,,0,2022
477,54,Maase,GER,0,4,10,0.00,0.00,14,2022
478,54,Ferch,GER,0,0,0,,,0,2022
479,54,Peter,GER,0,0,1,0.00,0.00,1,2022
480,54,Schulz,GER,0,0,1,0.00,0.00,1,2022
481,54,Onodera,JPN,0,2,5,0.00,0.00,7,2022
482,54,Tomita,JPN,0,0,5,0.00,0.00,5,2022
483,54,Ogawa,JPN,0,0,9,0.00,0.00,9,2022
484,54,Miyaura,JPN,0,0,3,0.00,0.00,3,2022
485,54,Murayama,JPN,0,0,2,0.00,0.00,2,2022
486,54,Van Der Ent,NED,0,0,0,,,0,2022
487,54,Ottevanger,NED,0,0,0,,,0,2022
488,54,van Tilburg,NED,0,0,4,0.00,0.00,4,2022
489,54,Wiltenburg,NED,0,2,5,0.00,0.00,7,2022
490,54,Isac,BRA,0,0,3,0.00,0.00,3,2022
491,54,Vaccari,BRA,0,0,1,0.00,0.00,1,2022
492,54,Lucas,BRA,0,0,1,0.00,0.00,1,2022
493,54,Leandro,BRA,0,0,0,,,0,2022
494,54,Victor,BRA,0,0,0,,,0,2022
495,54,Holland,AUS,0,0,18,0.00,0.00,18,2022
496,54,Weir,AUS,0,0,4,0.00,0.00,4,2022
497,54,Hazelden,AUS,0,0,1,0.00,0.00,1,2022
498,54,McAinsh,AUS,0,0,0,,,0,2022
499,54,Flowerday,AUS,0,0,4,0.00,0.00,4,2022
500,54,Garrett,AUS,0,0,3,0.00,0.00,3,2022
501,54,Lipinski,POL,0,0,1,0.00,0.00,1,2022
502,54,Muzaj,POL,0,1,2,0.00,0.00,3,2022
503,54,Popiwczak,POL,0,0,17,0.00,0.00,17,2022
504,54,Szymura R.,POL,0,0,6,0.00,0.00,6,2022
505,54,Kochanowski,POL,0,0,6,0.00,0.00,6,2022
506,54,Urbanowicz,POL,0,0,2,0.00,0.00,2,2022
507,54,Butryn,POL,0,0,5,0.00,0.00,5,2022
508,54,Szymura,POL,0,0,4,0.00,0.00,4,2022
509,54,Gallego,ARG,0,0,3,0.00,0.00,3,2022
510,54,Loser Bruno,ARG,0,1,12,0.00,0.00,13,2022
511,54,Nicolas,ARG,0,0,13,0.00,0.00,13,2022
512,54,Palonsky,ARG,0,0,12,0.00,0.00,12,2022
513,54,Vicentin,ARG,0,1,18,0.00,0.00,19,2022
514,54,Massimino,ARG,0,0,0,,,0,2022
515,54,Chinenyeze,FRA,0,1,6,0.00,0.00,7,2022
516,54,Mouiel,FRA,0,0,7,0.00,0.00,7,2022
517,54,Tillie,FRA,0,0,0,,,0,2022
518,54,Boyer,FRA,0,0,5,0.00,0.00,5,2022
519,54,Henry,FRA,0,0,4,0.00,0.00,4,2022
520,54,Derouillon,FRA,0,1,2,0.00,0.00,3,2022
521,54,Gueye,FRA,0,0,0,,,0,2022
522,54,Jouffroy,FRA,0,1,5,0.00,0.00,6,2022
523,54,Recine,ITA,0,0,22,0.00,0.00,22,2022
524,54,Gardini,ITA,0,0,1,0.00,0.00,1,2022
525,54,Cortesia,ITA,0,0,1,0.00,0.00,1,2022
526,54,Gironi,ITA,0,0,0,,,0,2022
527,54,Piccinelli,ITA,0,1,25,0.00,0.00,26,2022
528,54,Scanferla,ITA,0,0,2,0.00,0.00,2,2022
529,54,Mosca,ITA,0,0,1,0.00,0.00,1,2022
530,54,Štalekar,SLO,0,0,1,0.00,0.00,1,2022
531,54,Urnaut,SLO,0,0,11,0.00,0.00,11,2022
532,54,Takanashi,JPN,0,1,17,0.00,0.00,18,2022
533,54,Kentaro,JPN,0,0,2,0.00,0.00,2,2022
534,54,Staples,AUS,0,0,3,0.00,0.00,3,2022
535,54,Amir Reza,IRI,0,0,1,0.00,0.00,1,2022
536,54,Saadat,IRI,0,0,1,0.00,0.00,1,2022
537,54,Petkov,BUL,0,0,0,,,0,2022
538,54,Graven,GER,0,0,4,0.00,0.00,4,2022
539,54,Röhrs,GER,0,0,0,,,0,2022
540,54,Ricci,ITA,0,0,0,,,0,2022
541,54,Cavuto,ITA,0,0,0,,,0,2022
542,54,Michieletto,ITA,0,0,15,0.00,0.00,15,2022
543,54,Anzani,ITA,0,0,6,0.00,0.00,6,2022
544,54,Leal,BRA,0,0,18,0.00,0.00,18,2022
545,54,Darlan,BRA,0,0,3,0.00,0.00,3,2022
546,54,Kaczmarek,POL,0,0,4,0.00,0.00,4,2022
547,54,Kurek,POL,0,0,12,0.00,0.00,12,2022
548,54,Semeniuk,POL,0,0,4,0.00,0.00,4,2022
549,54,Petric,SRB,0,0,1,0.00,0.00,1,2022
550,54,Krsmanović,SRB,0,1,3,0.00,0.00,4,2022
551,54,Atanasijević,SRB,0,0,4,0.00,0.00,4,2022
552,54,Stahl,USA,0,0,1,0.00,0.00,1,2022
553,54,K. Russell,USA,0,0,0,,,0,2022
554,54,Le Goff,FRA,0,0,3,0.00,0.00,3,2022
555,54,Clevenot,FRA,0,1,28,0.00,0.00,29,2022
556,54,Wang J.Y.,CHN,0,0,3,0.00,0.00,3,2022
557,54,Zaytsev,ITA,0,0,2,0.00,0.00,2,2022
558,54,Russo,ITA,0,0,2,0.00,0.00,2,2022
559,54,Gholipour,IRI,0,0,0,,,0,2022
560,54,Daneshdoust,IRI,0,0,0,,,0,2022
561,54,Bednorz,POL,0,0,3,0.00,0.00,3,2022
562,54,Leonardo,BRA,0,0,0,,,0,2022
563,54,Honorato,BRA,0,0,2,0.00,0.00,2,2022
564,54,Phillips,AUS,0,0,0,,,0,2022
565,54,Bleeker,NED,0,0,0,,,0,2022
566,54,Čebulj,SLO,0,0,0,,,0,2022
567,54,Vucicevic,SRB,0,1,0,0.00,0.00,1,2022
568,1,Christenson,USA,325,3,562,21.67,36.52,890,2023
569,2,Sekita,JPN,296,3,912,19.73,24.44,1211,2023
570,3,Giannelli,ITA,277,2,559,25.18,33.05,838,2023
571,4,De Cecco,ARG,242,4,541,26.89,30.75,787,2023
572,5,Bruno,BRA,239,6,620,18.38,27.63,865,2023
573,6,Ropret,SLO,223,6,681,17.15,24.51,910,2023
574,7,Seganov,BUL,215,6,596,17.92,26.32,817,2023
575,8,Keemink,NED,205,6,662,17.08,23.48,873,2023
576,9,Todorović,SRB,197,2,585,16.42,25.13,784,2023
577,10,Herr,CAN,192,6,604,16.00,23.94,802,2023
578,11,Tille,GER,184,3,492,15.33,27.10,679,2023
579,12,Taboada,CUB,183,7,590,15.25,23.46,780,2023
580,13,Brizard,FRA,156,3,400,17.33,27.91,559,2023
581,14,Wang H.B.,CHN,150,6,607,12.50,19.66,763,2023
582,15,Sanchez Pages,ARG,129,3,240,9.92,34.68,372,2023
583,16,Janusz,POL,125,1,358,17.86,25.83,484,2023
584,17,Łomacz,POL,115,2,366,7.67,23.81,483,2023
585,18,Vadi,IRI,91,1,258,11.38,26.00,350,2023
586,19,Javad,IRI,83,3,356,6.92,18.78,442,2023
587,19,Fernando,BRA,83,1,173,6.38,32.30,257,2023
588,20,Porro P.,ITA,82,2,198,20.50,29.08,282,2023
589,21,Corre,FRA,63,2,288,15.75,17.85,353,2023
590,22,Toniutti,FRA,62,0,122,12.40,33.70,184,2023
591,23,Kampa,GER,59,3,236,7.38,19.80,298,2023
592,24,Thondike,CUB,52,1,176,4.33,22.71,229,2023
593,25,Walsh,CAN,49,0,126,6.12,28.00,175,2023
594,26,Ma'a,USA,44,2,127,4.00,25.43,173,2023
595,27,Firlej,POL,42,3,216,5.25,16.09,261,2023
596,28,A. Ramezani,IRI,40,0,113,10.00,26.14,153,2023
597,29,Batak,SRB,39,1,176,3.25,18.06,216,2023
598,30,Raev,BUL,34,0,44,4.25,43.59,78,2023
599,31,Meijs,NED,27,2,88,2.25,23.08,117,2023
600,32,Planinšič,SLO,26,0,140,2.00,15.66,166,2023
601,33,Tuaniga,USA,25,1,29,6.25,45.45,55,2023
602,34,Chen L.Y.,CHN,24,2,148,3.00,13.79,174,2023
603,35,Eiro,JPN,20,1,79,2.86,20.00,100,2023
604,36,G. Bratoev,BUL,14,1,49,3.50,21.88,64,2023
605,36,Giraudo,ARG,14,2,38,3.50,25.93,54,2023
606,37,Zimmermann,GER,12,0,21,3.00,36.36,33,2023
607,38,Falaschi,ITA,6,1,16,1.50,26.09,23,2023
608,38,Blankenau,CAN,6,0,48,1.50,11.11,54,2023
609,39,Guo C.,CHN,5,0,21,0.42,19.23,26,2023
610,39,Fukatsu,JPN,5,0,30,0.62,14.29,35,2023
611,40,Sbertoli,ITA,4,0,8,0.36,33.33,12,2023
612,41,Maar,CAN,2,1,40,0.17,4.65,43,2023
613,41,Goide,CUB,2,0,2,0.17,50.00,4,2023
614,41,Lucarelli,BRA,2,2,55,0.15,3.39,59,2023
615,41,Ivović,SRB,2,1,26,0.25,6.90,29,2023
616,42,Gotsev,BUL,1,0,4,0.08,20.00,5,2023
617,42,Li Y.Z.,CHN,1,0,8,0.08,11.11,9,2023
618,42,Nishida,JPN,1,0,13,0.07,7.14,14,2023
619,42,Ran,JPN,1,0,47,0.07,2.08,48,2023
620,42,Ishikawa,JPN,1,2,48,0.07,1.96,51,2023
621,42,Kujundžić,SRB,1,0,34,0.08,2.86,35,2023
622,42,Carle,FRA,1,0,18,0.08,5.26,19,2023
623,42,Śliwka,POL,1,0,28,0.14,3.45,29,2023
624,43,Kolev,BUL,0,1,7,0.00,0.00,8,2023
625,43,Atanasov,BUL,0,0,28,0.00,0.00,28,2023
626,43,Asparuhov,BUL,0,0,9,0.00,0.00,9,2023
627,43,Karyagin,BUL,0,0,7,0.00,0.00,7,2023
628,43,Grozdanov,BUL,0,0,17,0.00,0.00,17,2023
629,43,Dimitrov,BUL,0,0,8,0.00,0.00,8,2023
630,43,Bozhilov,BUL,0,0,20,0.00,0.00,20,2023
631,43,N. Penchev,BUL,0,0,9,0.00,0.00,9,2023
632,43,Dobrev,BUL,0,0,2,0.00,0.00,2,2023
633,43,A. Nikolov,BUL,0,0,15,0.00,0.00,15,2023
634,43,Petkov,BUL,0,0,1,0.00,0.00,1,2023
635,43,Wang D.C.,CHN,0,1,5,0.00,0.00,6,2023
636,43,Jiang C.,CHN,0,2,5,0.00,0.00,7,2023
637,43,Yu Y.T.,CHN,0,1,19,0.00,0.00,20,2023
638,43,Liu M.,CHN,0,1,22,0.00,0.00,23,2023
639,43,Chen J.J.,CHN,0,0,0,,,0,2023
640,43,Zhai D.J.,CHN,0,0,10,0.00,0.00,10,2023
641,43,Peng S.K.,CHN,0,0,4,0.00,0.00,4,2023
642,43,Qu Z.S.,CHN,0,0,50,0.00,0.00,50,2023
643,43,Zhang G.H.,CHN,0,0,0,,,0,2023
644,43,Zhang J.Y.,CHN,0,1,30,0.00,0.00,31,2023
645,43,Wang B.,CHN,0,0,2,0.00,0.00,2,2023
646,43,Onodera,JPN,0,0,12,0.00,0.00,12,2023
647,43,Miyaura,JPN,0,2,6,0.00,0.00,8,2023
648,43,Yamauchi,JPN,0,0,8,0.00,0.00,8,2023
649,43,Kentaro,JPN,0,0,4,0.00,0.00,4,2023
650,43,Tomita,JPN,0,0,4,0.00,0.00,4,2023
651,43,Ogawa,JPN,0,0,7,0.00,0.00,7,2023
652,43,Yamamoto,JPN,0,0,63,0.00,0.00,63,2023
653,43,Kai,JPN,0,0,0,,,0,2023
654,43,Jelveh,IRI,0,0,1,0.00,0.00,1,2023
655,43,Seyed,IRI,0,1,20,0.00,0.00,21,2023
656,43,Hazrat,IRI,0,0,60,0.00,0.00,60,2023
657,43,Amin,IRI,0,1,7,0.00,0.00,8,2023
658,43,Esfandiar,IRI,0,0,10,0.00,0.00,10,2023
659,43,J.Manavi,IRI,0,0,2,0.00,0.00,2,2023
660,43,Hajipour,IRI,0,0,6,0.00,0.00,6,2023
661,43,Poriya,IRI,0,0,12,0.00,0.00,12,2023
662,43,Shahrooz,IRI,0,0,5,0.00,0.00,5,2023
663,43,Arman,IRI,0,0,5,0.00,0.00,5,2023
664,43,Mohammad,IRI,0,0,6,0.00,0.00,6,2023
665,43,Morteza,IRI,0,1,11,0.00,0.00,12,2023
666,43,Balaso,ITA,0,1,53,0.00,0.00,54,2023
667,43,Recine,ITA,0,0,1,0.00,0.00,1,2023
668,43,Gardini,ITA,0,0,0,,,0,2023
669,43,Bottolo,ITA,0,0,5,0.00,0.00,5,2023
670,43,Cortesia,ITA,0,0,0,,,0,2023
671,43,Romanò,ITA,0,2,19,0.00,0.00,21,2023
672,43,Gironi,ITA,0,1,1,0.00,0.00,2,2023
673,43,Rinaldi,ITA,0,0,6,0.00,0.00,6,2023
674,43,Vitelli,ITA,0,0,3,0.00,0.00,3,2023
675,43,Federici,ITA,0,0,1,0.00,0.00,1,2023
676,43,Sanguinetti,ITA,0,0,2,0.00,0.00,2,2023
677,43,Mosca,ITA,0,1,4,0.00,0.00,5,2023
678,43,Martinez Franchi,ARG,0,0,12,0.00,0.00,12,2023
679,43,Gallego,ARG,0,0,3,0.00,0.00,3,2023
680,43,Palonsky,ARG,0,2,35,0.00,0.00,37,2023
681,43,Loser Bruno,ARG,0,0,13,0.00,0.00,13,2023
682,43,Danani,ARG,0,0,70,0.00,0.00,70,2023
683,43,Zelayeta,ARG,0,0,0,,,0,2023
684,43,Armoa Morel,ARG,0,0,6,0.00,0.00,6,2023
685,43,Lima B.,ARG,0,2,11,0.00,0.00,13,2023
686,43,Kukartsev,ARG,0,1,5,0.00,0.00,6,2023
687,43,Vicentin,ARG,0,0,20,0.00,0.00,20,2023
688,43,Ramos,ARG,0,0,4,0.00,0.00,4,2023
689,43,Zerba,ARG,0,0,7,0.00,0.00,7,2023
690,43,Eshenko,CAN,0,0,4,0.00,0.00,4,2023
691,43,Hoag,CAN,0,0,47,0.00,0.00,47,2023
692,43,Hofer,CAN,0,1,10,0.00,0.00,11,2023
693,43,Demyanenko,CAN,0,0,11,0.00,0.00,11,2023
694,43,Sclater,CAN,0,0,15,0.00,0.00,15,2023
695,43,Van Berkel,CAN,0,2,16,0.00,0.00,18,2023
696,43,Szwarc,CAN,0,0,9,0.00,0.00,9,2023
697,43,Schnitzer,CAN,0,0,1,0.00,0.00,1,2023
698,43,Lui,CAN,0,0,7,0.00,0.00,7,2023
699,43,Currie,CAN,0,0,22,0.00,0.00,22,2023
700,43,M. Elser,CAN,0,0,4,0.00,0.00,4,2023
701,43,Masso,CUB,0,0,8,0.00,0.00,8,2023
702,43,Mergarejo,CUB,0,0,12,0.00,0.00,12,2023
703,43,Concepcion,CUB,0,1,8,0.00,0.00,9,2023
704,43,Roman Garcia,CUB,0,2,37,0.00,0.00,39,2023
705,43,Gutierrez,CUB,0,0,2,0.00,0.00,2,2023
706,43,Herrera,CUB,0,0,15,0.00,0.00,15,2023
707,43,Lopez,CUB,0,2,48,0.00,0.00,50,2023
708,43,Pedroso,CUB,0,0,0,,,0,2023
709,43,J. Gutierrez,CUB,0,0,1,0.00,0.00,1,2023
710,43,Yant,CUB,0,0,18,0.00,0.00,18,2023
711,43,Gorguet,CUB,0,0,5,0.00,0.00,5,2023
712,43,Pajenk,SLO,0,0,8,0.00,0.00,8,2023
713,43,Kozamernik,SLO,0,0,27,0.00,0.00,27,2023
714,43,Kök,SLO,0,0,1,0.00,0.00,1,2023
715,43,Toman,SLO,0,0,0,,,0,2023
716,43,Bračko,SLO,0,0,0,,,0,2023
717,43,Štalekar,SLO,0,0,1,0.00,0.00,1,2023
718,43,Koncilja,SLO,0,0,0,,,0,2023
719,43,Kovačič,SLO,0,1,75,0.00,0.00,76,2023
720,43,Z. Štern,SLO,0,0,12,0.00,0.00,12,2023
721,43,Urnaut,SLO,0,1,61,0.00,0.00,62,2023
722,43,Čebulj,SLO,0,2,44,0.00,0.00,46,2023
723,43,Možič,SLO,0,0,16,0.00,0.00,16,2023
724,43,Kapur,SRB,0,3,81,0.00,0.00,84,2023
725,43,Mašulović V.,SRB,0,0,1,0.00,0.00,1,2023
726,43,Katic,SRB,0,0,2,0.00,0.00,2,2023
727,43,Krsmanović,SRB,0,0,15,0.00,0.00,15,2023
728,43,Perić,SRB,0,0,3,0.00,0.00,3,2023
729,43,Gajović,SRB,0,0,0,,,0,2023
730,43,Luburić,SRB,0,0,27,0.00,0.00,27,2023
731,43,Krsteski,SRB,0,0,0,,,0,2023
732,43,Petrović,SRB,0,0,0,,,0,2023
733,43,Vucicevic,SRB,0,0,3,0.00,0.00,3,2023
734,43,Nedeljković,SRB,0,0,9,0.00,0.00,9,2023
735,43,Szymanski,POL,0,0,4,0.00,0.00,4,2023
736,43,Kłos,POL,0,0,4,0.00,0.00,4,2023
737,43,Semeniuk,POL,0,1,14,0.00,0.00,15,2023
738,43,Bieniek,POL,0,0,7,0.00,0.00,7,2023
739,43,Urbanowicz,POL,0,0,4,0.00,0.00,4,2023
740,43,Butryn,POL,0,1,10,0.00,0.00,11,2023
741,43,Szymura,POL,0,0,14,0.00,0.00,14,2023
742,43,Szalpuk,POL,0,0,13,0.00,0.00,13,2023
743,43,Dulski,POL,0,0,1,0.00,0.00,1,2023
744,43,Hawryluk,POL,0,0,0,,,0,2023
745,43,Sawicki,POL,0,0,0,,,0,2023
746,43,Poręba,POL,0,0,0,,,0,2023
747,43,Motta Paes,FRA,0,0,6,0.00,0.00,6,2023
748,43,Tillie,FRA,0,0,25,0.00,0.00,25,2023
749,43,Henry,FRA,0,0,0,,,0,2023
750,43,Bultor,FRA,0,0,3,0.00,0.00,3,2023
751,43,Pothron,FRA,0,0,0,,,0,2023
752,43,Diez,FRA,0,1,21,0.00,0.00,22,2023
753,43,Faure,FRA,0,0,0,,,0,2023
754,43,Basic,FRA,0,0,0,,,0,2023
755,43,Jouffroy,FRA,0,0,2,0.00,0.00,2,2023
756,43,Henno,FRA,0,0,0,,,0,2023
757,43,Loubeyre,FRA,0,0,0,,,0,2023
758,43,Roehrig,FRA,0,0,0,,,0,2023
759,43,Anderson,USA,0,1,23,0.00,0.00,24,2023
760,43,Russell,USA,0,0,18,0.00,0.00,18,2023
761,43,Jendryk,USA,0,0,5,0.00,0.00,5,2023
762,43,Ensing,USA,0,0,1,0.00,0.00,1,2023
763,43,Defalco,USA,0,2,44,0.00,0.00,46,2023
764,43,Hanes,USA,0,0,1,0.00,0.00,1,2023
765,43,Holt,USA,0,0,12,0.00,0.00,12,2023
766,43,Muagututia,USA,0,0,9,0.00,0.00,9,2023
767,43,Averill,USA,0,1,5,0.00,0.00,6,2023
768,43,Smith,USA,0,1,15,0.00,0.00,16,2023
769,43,E. Shoji,USA,0,1,74,0.00,0.00,75,2023
770,43,Kessel,USA,0,0,1,0.00,0.00,1,2023
771,43,Korenblek,NED,0,0,0,,,0,2023
772,43,Van Garderen,NED,0,1,30,0.00,0.00,31,2023
773,43,Van Der Ent,NED,0,0,0,,,0,2023
774,43,Jorna,NED,0,2,27,0.00,0.00,29,2023
775,43,Plak,NED,0,2,9,0.00,0.00,11,2023
776,43,Tuinstra,NED,0,0,17,0.00,0.00,17,2023
777,43,Nimir,NED,0,0,24,0.00,0.00,24,2023
778,43,Andringa,NED,0,0,42,0.00,0.00,42,2023
779,43,Bak,NED,0,0,0,,,0,2023
780,43,Wiltenburg,NED,0,1,6,0.00,0.00,7,2023
781,43,Wijkstra,NED,0,0,0,,,0,2023
782,43,Lipke,NED,0,0,0,,,0,2023
783,43,Otávio,BRA,0,0,3,0.00,0.00,3,2023
784,43,Adriano,BRA,0,0,10,0.00,0.00,10,2023
785,43,Abouba,BRA,0,0,1,0.00,0.00,1,2023
786,43,Honorato,BRA,0,1,32,0.00,0.00,33,2023
787,43,Maique,BRA,0,0,15,0.00,0.00,15,2023
788,43,Thales,BRA,0,0,22,0.00,0.00,22,2023
789,43,Arthur,BRA,0,0,5,0.00,0.00,5,2023
790,43,Alan,BRA,0,0,19,0.00,0.00,19,2023
791,43,Flavio,BRA,0,1,5,0.00,0.00,6,2023
792,43,Thiery,BRA,0,0,0,,,0,2023
793,43,Judson,BRA,0,0,2,0.00,0.00,2,2023
794,43,Kaliberda,GER,0,0,5,0.00,0.00,5,2023
795,43,Reichert,GER,0,0,39,0.00,0.00,39,2023
796,43,Graven,GER,0,0,22,0.00,0.00,22,2023
797,43,Brehme,GER,0,2,3,0.00,0.00,5,2023
798,43,Schott,GER,0,1,31,0.00,0.00,32,2023
799,43,Krage,GER,0,0,7,0.00,0.00,7,2023
800,43,Röhrs,GER,0,1,9,0.00,0.00,10,2023
801,43,Weber,GER,0,0,5,0.00,0.00,5,2023
802,43,Krick,GER,0,1,3,0.00,0.00,4,2023
803,43,Brand,GER,0,0,3,0.00,0.00,3,2023
804,43,Maase,GER,0,0,1,0.00,0.00,1,2023
805,43,Böhme,GER,0,0,3,0.00,0.00,3,2023
806,43,Otsuka,JPN,0,0,11,0.00,0.00,11,2023
807,43,Cooper,CAN,0,0,7,0.00,0.00,7,2023
808,43,Salehi,IRI,0,0,0,,,0,2023
809,43,Günthör,GER,0,0,0,,,0,2023
810,43,Dagostino,USA,0,0,4,0.00,0.00,4,2023
811,43,Jaeschke,USA,0,1,19,0.00,0.00,20,2023
812,43,Mašulović N.,SRB,0,0,0,,,0,2023
813,43,Mujanović,SLO,0,0,0,,,0,2023
814,43,Ter Horst,NED,0,0,4,0.00,0.00,4,2023
815,43,Ter Maat,NED,0,0,4,0.00,0.00,4,2023
816,43,Parkinson,NED,0,0,2,0.00,0.00,2,2023
817,43,Yang Y.M.,CHN,0,0,7,0.00,0.00,7,2023
818,43,Lucas,BRA,0,0,0,,,0,2023
819,43,Roque,BRA,0,0,6,0.00,0.00,6,2023
820,43,Salparov,BUL,0,2,45,0.00,0.00,47,2023
821,43,S.Ivanov,BUL,0,0,1,0.00,0.00,1,2023
822,43,Michieletto,ITA,0,0,59,0.00,0.00,59,2023
823,43,Scanferla,ITA,0,0,27,0.00,0.00,27,2023
824,43,Galassi,ITA,0,0,6,0.00,0.00,6,2023
825,43,Lavia,ITA,0,0,38,0.00,0.00,38,2023
826,43,Anzani,ITA,0,0,1,0.00,0.00,1,2023
827,43,Russo,ITA,0,0,9,0.00,0.00,9,2023
828,43,Caneschi,ITA,0,0,0,,,0,2023
829,43,Magalini,ITA,0,0,0,,,0,2023
830,43,Kurek,POL,0,0,8,0.00,0.00,8,2023
831,43,Leon,POL,0,1,21,0.00,0.00,22,2023
832,43,Bednorz,POL,0,0,10,0.00,0.00,10,2023
833,43,Adamczyk,POL,0,0,0,,,0,2023
834,43,Kochanowski,POL,0,1,9,0.00,0.00,10,2023
835,43,Zatorski,POL,0,0,53,0.00,0.00,53,2023
836,43,Fornal,POL,0,0,12,0.00,0.00,12,2023
837,43,Bołądź,POL,0,0,0,,,0,2023
838,43,Huber,POL,0,1,10,0.00,0.00,11,2023
839,43,Chinenyeze,FRA,0,1,7,0.00,0.00,8,2023
840,43,Grebennikov,FRA,0,0,69,0.00,0.00,69,2023
841,43,Patry,FRA,0,0,3,0.00,0.00,3,2023
842,43,Boyer,FRA,0,0,8,0.00,0.00,8,2023
843,43,Clevenot,FRA,0,0,21,0.00,0.00,21,2023
844,43,Louati,FRA,0,0,7,0.00,0.00,7,2023
845,43,Huetz,FRA,0,0,0,,,0,2023
846,43,Vaccari,BRA,0,0,0,,,0,2023
847,43,Piccinelli,ITA,0,1,12,0.00,0.00,13,2023
848,43,Sala,ITA,0,0,0,,,0,2023
849,43,Larry,JPN,0,0,0,,,0,2023
850,43,Rao S.H.,CHN,0,0,0,,,0,2023
851,43,Kovačević,SRB,0,0,3,0.00,0.00,3,2023
852,43,Podraščanin,SRB,0,0,0,,,0,2023
853,43,M.R.Moazzen,IRI,0,0,16,0.00,0.00,16,2023
854,43,A. Afshinfar,IRI,0,0,0,,,0,2023
855,43,Saadat,IRI,0,0,4,0.00,0.00,4,2023
856,43,Le Goff,FRA,0,0,0,,,0,2023
857,43,Popiwczak,POL,0,0,6,0.00,0.00,6,2023
858,43,Kaczmarek,POL,0,1,14,0.00,0.00,15,2023
859,43,Fromm,GER,0,0,9,0.00,0.00,9,2023
860,43,V. Bratoev,BUL,0,0,6,0.00,0.00,6,2023
861,43,K. Russell,USA,0,0,0,,,0,2023
862,43,Daneshdoust,IRI,0,0,0,,,0,2023
863,43,Nishiyama,JPN,0,0,0,,,0,2023
864,43,Leal,BRA,0,0,0,,,0,2023
865,1,Ropret,SLO,359,9,831,23.93,29.94,1199,2024
866,2,De Cecco,ARG,310,6,650,23.85,32.09,966,2024
867,3,Herr,CAN,302,3,768,23.23,28.15,1073,2024
868,4,S. Nikolov,BUL,276,9,555,23.00,32.86,840,2024
869,5,Fernando,BRA,267,8,624,20.54,29.70,899,2024
870,6,Thondike,CUB,233,6,729,19.42,24.07,968,2024
871,7,Sekita,JPN,228,2,714,16.29,24.15,944,2024
872,8,Jovović,SRB,223,7,499,18.58,30.59,729,2024
