,Rank,Player Name,Team,Successful,Errors,Attempts,Average per match,Success %,Total,Year
873,9,Keemink,NED,217,3,682,18.08,24.06,902,2024
874,10,Christenson,USA,215,4,428,26.88,33.23,647,2024
875,11,Toniutti,FRA,210,4,473,14.00,30.57,687,2024
876,12,Vadi,IRI,203,5,672,16.92,23.07,880,2024
877,13,Janusz,POL,186,3,318,18.60,36.69,507,2024
878,14,Brizard,FRA,185,6,449,12.33,28.91,640,2024
879,15,Giannelli,ITA,153,9,443,19.12,25.29,605,2024
880,16,Yenipazar,TUR,150,5,478,12.50,23.70,633,2024
881,17,Kampa,GER,124,5,293,15.50,29.38,422,2024
882,18,Łomacz,POL,112,1,223,11.20,33.33,336,2024
883,19,Sbertoli,ITA,102,3,222,7.85,31.19,327,2024
884,20,Sanchez Pages,ARG,89,1,100,6.85,46.84,190,2024
885,21,Zimmermann,GER,86,0,224,12.29,27.74,310,2024
886,22,Tille,GER,84,2,228,10.50,26.75,314,2024
887,23,Todorović,SRB,59,0,178,4.92,24.89,237,2024
888,24,Ekşi,TUR,48,2,177,12.00,21.15,227,2024
889,24,Fukatsu,JPN,48,6,258,3.20,15.38,312,2024
890,25,Tuaniga,USA,39,1,133,9.75,22.54,173,2024
891,26,Bruno,BRA,38,0,115,5.43,24.84,153,2024
892,26,Isaacson,USA,38,0,110,9.50,25.68,148,2024
893,27,Meijs,NED,28,1,68,3.50,28.87,97,2024
894,28,Bostan,TUR,27,3,113,3.38,18.88,143,2024
895,29,Taboada,CUB,26,1,64,2.17,28.57,91,2024
896,29,Komenda,POL,26,1,67,4.33,27.66,94,2024
897,30,Ma'a,USA,22,1,44,2.75,32.84,67,2024
898,31,Firlej,POL,20,0,72,5.00,21.74,92,2024
899,32,Vinčić,SLO,18,0,15,2.00,54.55,33,2024
900,33,Stankov,BUL,15,0,48,1.88,23.81,63,2024
901,33,Arshia,IRI,15,3,45,3.75,23.81,63,2024
902,34,Walsh,CAN,13,0,32,1.00,28.89,45,2024
903,35,Porro P.,ITA,11,0,17,3.67,39.29,28,2024
904,36,De Weijer,NED,10,0,13,2.50,43.48,23,2024
905,37,Oya,JPN,8,2,19,8.00,27.59,29,2024
906,38,Javad,IRI,7,0,41,1.17,14.58,48,2024
907,38,Matheus G.,BRA,7,1,57,1.00,10.77,65,2024
908,39,Falaschi,ITA,5,0,10,2.50,33.33,15,2024
909,40,Grebennikov,FRA,3,0,99,0.20,2.94,102,2024
910,40,Michieletto,ITA,3,0,35,0.38,7.89,38,2024
911,41,Telkiyski,BUL,2,0,9,0.50,18.18,11,2024
912,41,Burggräf,GER,2,0,4,0.50,33.33,6,2024
913,41,Ishikawa,JPN,2,2,38,0.18,4.76,42,2024
914,42,Van Berkel,CAN,1,0,4,0.08,20.00,5,2024
915,42,McCarthy,CAN,1,1,8,0.08,10.00,10,2024
916,42,Ogawa,JPN,1,0,47,0.07,2.08,48,2024
917,42,Alan,BRA,1,1,19,0.08,4.76,21,2024
918,42,Darlan,BRA,1,0,19,0.08,5.00,20,2024
919,42,Nimir,NED,1,0,33,0.08,2.94,34,2024
920,42,Pajenk,SLO,1,0,10,0.07,9.09,11,2024
921,42,Kovačič,SLO,1,1,107,0.07,0.92,109,2024
922,42,Urnaut,SLO,1,3,53,0.07,1.75,57,2024
923,42,Lavia,ITA,1,1,39,0.12,2.44,41,2024
924,42,Hazrat,IRI,1,1,19,0.08,4.76,21,2024
925,42,Ran,JPN,1,1,19,0.20,4.76,21,2024
926,42,Jorna,NED,1,0,32,0.12,3.03,33,2024
927,43,Kolev,BUL,0,0,2,0.00,0.00,2,2024
928,43,Asparuhov,BUL,0,1,18,0.00,0.00,19,2024
929,43,Garkov,BUL,0,0,2,0.00,0.00,2,2024
930,43,Karyagin,BUL,0,0,8,0.00,0.00,8,2024
931,43,Grozdanov,BUL,0,0,12,0.00,0.00,12,2024
932,43,Tatarov,BUL,0,0,24,0.00,0.00,24,2024
933,43,Dimitrov,BUL,0,2,14,0.00,0.00,16,2024
934,43,Bozhilov,BUL,0,0,78,0.00,0.00,78,2024
935,43,Valchinov,BUL,0,0,4,0.00,0.00,4,2024
936,43,D. Kolev,BUL,0,0,1,0.00,0.00,1,2024
937,43,Petkov,BUL,0,0,8,0.00,0.00,8,2024
938,43,Nachev,BUL,0,0,2,0.00,0.00,2,2024
939,43,Chinenyeze,FRA,0,0,0,,,0,2024
940,43,Patry,FRA,0,0,17,0.00,0.00,17,2024
941,43,Tillie,FRA,0,0,13,0.00,0.00,13,2024
942,43,Ngapeth,FRA,0,0,12,0.00,0.00,12,2024
943,43,Le Goff,FRA,0,0,10,0.00,0.00,10,2024
944,43,Bultor,FRA,0,1,2,0.00,0.00,3,2024
945,43,Clevenot,FRA,0,1,39,0.00,0.00,40,2024
946,43,Louati,FRA,0,1,26,0.00,0.00,27,2024
947,43,Diez,FRA,0,1,11,0.00,0.00,12,2024
948,43,Faure,FRA,0,0,8,0.00,0.00,8,2024
949,43,Seddik,FRA,0,0,8,0.00,0.00,8,2024
950,43,Gürbüz,TUR,0,0,10,0.00,0.00,10,2024
951,43,Matić,TUR,0,1,7,0.00,0.00,8,2024
952,43,Savaş,TUR,0,1,0,0.00,0.00,1,2024
953,43,Subaşı,TUR,0,0,1,0.00,0.00,1,2024
954,43,Mandıracı,TUR,0,0,27,0.00,0.00,27,2024
955,43,A. Lagumdzija,TUR,0,0,21,0.00,0.00,21,2024
956,43,Güneş,TUR,0,1,13,0.00,0.00,14,2024
957,43,M. Lagumdzija,TUR,0,0,23,0.00,0.00,23,2024
958,43,Bayram,TUR,0,1,22,0.00,0.00,23,2024
959,43,Döne,TUR,0,0,33,0.00,0.00,33,2024
960,43,Bedirhan,TUR,0,1,25,0.00,0.00,26,2024
961,43,Hatipoğlu,TUR,0,0,12,0.00,0.00,12,2024
962,43,Eshenko,CAN,0,0,0,,,0,2024
963,43,Hoag,CAN,0,0,3,0.00,0.00,3,2024
964,43,Demyanenko,CAN,0,0,5,0.00,0.00,5,2024
965,43,Maar,CAN,0,0,54,0.00,0.00,54,2024
966,43,Wassenaar Ketrzynski,CAN,0,1,2,0.00,0.00,3,2024
967,43,Szwarc,CAN,0,1,17,0.00,0.00,18,2024
968,43,Barnes,CAN,0,0,2,0.00,0.00,2,2024
969,43,Lui,CAN,0,0,50,0.00,0.00,50,2024
970,43,Loeppky,CAN,0,0,50,0.00,0.00,50,2024
971,43,Currie,CAN,0,0,0,,,0,2024
972,43,Martinez Franchi,ARG,0,0,3,0.00,0.00,3,2024
973,43,Gallego,ARG,0,0,0,,,0,2024
974,43,Conte,ARG,0,2,46,0.00,0.00,48,2024
975,43,Loser Bruno,ARG,0,0,16,0.00,0.00,16,2024
976,43,Danani,ARG,0,0,54,0.00,0.00,54,2024
977,43,Lima B.,ARG,0,1,31,0.00,0.00,32,2024
978,43,Palacios,ARG,0,0,3,0.00,0.00,3,2024
979,43,Kukartsev,ARG,0,0,4,0.00,0.00,4,2024
980,43,Vicentin,ARG,0,1,8,0.00,0.00,9,2024
981,43,Ramos,ARG,0,0,1,0.00,0.00,1,2024
982,43,Palonsky,ARG,0,0,31,0.00,0.00,31,2024
983,43,Zerba,ARG,0,1,9,0.00,0.00,10,2024
984,43,Nishida,JPN,0,0,18,0.00,0.00,18,2024
985,43,Onodera,JPN,0,1,12,0.00,0.00,13,2024
986,43,Miyaura,JPN,0,0,9,0.00,0.00,9,2024
987,43,Otsuka,JPN,0,0,37,0.00,0.00,37,2024
988,43,Yamauchi,JPN,0,0,13,0.00,0.00,13,2024
989,43,Takanashi,JPN,0,0,4,0.00,0.00,4,2024
990,43,Kentaro,JPN,0,3,7,0.00,0.00,10,2024
991,43,Tomita,JPN,0,2,15,0.00,0.00,17,2024
992,43,Kai,JPN,0,0,15,0.00,0.00,15,2024
993,43,Yamamoto,JPN,0,1,55,0.00,0.00,56,2024
994,43,Larry,JPN,0,0,2,0.00,0.00,2,2024
995,43,Masso,CUB,0,0,8,0.00,0.00,8,2024
996,43,Mergarejo,CUB,0,0,9,0.00,0.00,9,2024
997,43,Sánchez B.,CUB,0,0,14,0.00,0.00,14,2024
998,43,Concepcion,CUB,0,1,9,0.00,0.00,10,2024
999,43,Roman Garcia,CUB,0,0,52,0.00,0.00,52,2024
1000,43,Simón,CUB,0,1,13,0.00,0.00,14,2024
1001,43,Camino,CUB,0,0,0,,,0,2024
1002,43,Alonso,CUB,0,0,3,0.00,0.00,3,2024
1003,43,Lopez,CUB,0,4,23,0.00,0.00,27,2024
1004,43,Yant,CUB,0,1,32,0.00,0.00,33,2024
1005,43,Gorguet,CUB,0,0,0,,,0,2024
1006,43,Charles,CUB,0,0,0,,,0,2024
1007,43,Adriano,BRA,0,0,13,0.00,0.00,13,2024
1008,43,Honorato,BRA,0,0,5,0.00,0.00,5,2024
1009,43,Leal,BRA,0,0,32,0.00,0.00,32,2024
1010,43,Isac,BRA,0,0,2,0.00,0.00,2,2024
1011,43,Lucas,BRA,0,0,9,0.00,0.00,9,2024
1012,43,Thales,BRA,0,0,43,0.00,0.00,43,2024
1013,43,Lucarelli,BRA,0,0,68,0.00,0.00,68,2024
1014,43,Mauricio,BRA,0,0,6,0.00,0.00,6,2024
1015,43,Arthur,BRA,0,0,0,,,0,2024
1016,43,Flavio,BRA,0,0,11,0.00,0.00,11,2024
1017,43,Van Garderen,NED,0,2,40,0.00,0.00,42,2024
1018,43,Ter Horst,NED,0,0,22,0.00,0.00,22,2024
1019,43,Van Der Ent,NED,0,0,0,,,0,2024
1020,43,Plak,NED,0,1,9,0.00,0.00,10,2024
1021,43,Koops,NED,0,1,13,0.00,0.00,14,2024
1022,43,Klok,NED,0,0,0,,,0,2024
1023,43,Ter Maat,NED,0,0,6,0.00,0.00,6,2024
1024,43,Parkinson,NED,0,1,10,0.00,0.00,11,2024
1025,43,Andringa,NED,0,0,57,0.00,0.00,57,2024
1026,43,Bak,NED,0,0,0,,,0,2024
1027,43,Wiltenburg,NED,0,0,1,0.00,0.00,1,2024
1028,43,T. Štern,SLO,0,0,26,0.00,0.00,26,2024
1029,43,Kozamernik,SLO,0,1,19,0.00,0.00,20,2024
1030,43,Toman,SLO,0,0,1,0.00,0.00,1,2024
1031,43,Bračko,SLO,0,0,2,0.00,0.00,2,2024
1032,43,Štalekar,SLO,0,0,1,0.00,0.00,1,2024
1033,43,Z. Štern,SLO,0,0,0,,,0,2024
1034,43,Čebulj,SLO,0,2,66,0.00,0.00,68,2024
1035,43,Mujanović,SLO,0,0,4,0.00,0.00,4,2024
1036,43,Kržič,SLO,0,0,0,,,0,2024
1037,43,Garcia,USA,0,0,2,0.00,0.00,2,2024
1038,43,Hanes,USA,0,2,5,0.00,0.00,7,2024
1039,43,Dagostino,USA,0,0,32,0.00,0.00,32,2024
1040,43,Gasman,USA,0,0,6,0.00,0.00,6,2024
1041,43,Briggs,USA,0,0,0,,,0,2024
1042,43,Kessel,USA,0,0,5,0.00,0.00,5,2024
1043,43,Wildman,USA,0,0,0,,,0,2024
1044,43,Champlin,USA,0,0,10,0.00,0.00,10,2024
1045,43,Knigge,USA,0,0,1,0.00,0.00,1,2024
1046,43,Marshman,USA,0,0,2,0.00,0.00,2,2024
1047,43,Ewert,USA,0,0,12,0.00,0.00,12,2024
1048,43,Wetter,USA,0,0,0,,,0,2024
1049,43,Bednorz,POL,0,1,13,0.00,0.00,14,2024
1050,43,Śliwka,POL,0,0,24,0.00,0.00,24,2024
1051,43,Hawryluk,POL,0,0,8,0.00,0.00,8,2024
1052,43,Kochanowski,POL,0,0,9,0.00,0.00,9,2024
1053,43,Semeniuk,POL,0,0,19,0.00,0.00,19,2024
1054,43,Butryn,POL,0,0,2,0.00,0.00,2,2024
1055,43,Szymura,POL,0,0,3,0.00,0.00,3,2024
1056,43,Szalpuk,POL,0,0,4,0.00,0.00,4,2024
1057,43,Bołądź,POL,0,0,9,0.00,0.00,9,2024
1058,43,Adamczyk,POL,0,0,0,,,0,2024
1059,43,Jakubiszak,POL,0,0,2,0.00,0.00,2,2024
1060,43,Poręba,POL,0,0,2,0.00,0.00,2,2024
1061,43,Fromm,GER,0,0,16,0.00,0.00,16,2024
1062,43,Graven,GER,0,0,45,0.00,0.00,45,2024
1063,43,Kaliberda,GER,0,0,10,0.00,0.00,10,2024
1064,43,Reichert,GER,0,0,25,0.00,0.00,25,2024
1065,43,Kunstmann,GER,0,0,0,,,0,2024
1066,43,John,GER,0,0,4,0.00,0.00,4,2024
1067,43,Peter,GER,0,0,0,,,0,2024
1068,43,Krage,GER,0,0,7,0.00,0.00,7,2024
1069,43,Brand,GER,0,1,30,0.00,0.00,31,2024
1070,43,Goralik,GER,0,0,1,0.00,0.00,1,2024
1071,43,Maase,GER,0,1,12,0.00,0.00,13,2024
1072,43,Böhme,GER,0,1,5,0.00,0.00,6,2024
1073,43,Recine,ITA,0,0,5,0.00,0.00,5,2024
1074,43,Balaso,ITA,0,0,24,0.00,0.00,24,2024
1075,43,Sanguinetti,ITA,0,0,5,0.00,0.00,5,2024
1076,43,Galassi,ITA,0,0,1,0.00,0.00,1,2024
1077,43,Romanò,ITA,0,0,11,0.00,0.00,11,2024
1078,43,Anzani,ITA,0,0,4,0.00,0.00,4,2024
1079,43,Russo,ITA,0,0,3,0.00,0.00,3,2024
1080,43,Bovolenta,ITA,0,0,12,0.00,0.00,12,2024
1081,43,Laurenzano,ITA,0,1,31,0.00,0.00,32,2024
1082,43,Porro L.,ITA,0,0,15,0.00,0.00,15,2024
1083,43,Jelveh,IRI,0,2,8,0.00,0.00,10,2024
1084,43,Milad,IRI,0,2,46,0.00,0.00,48,2024
1085,43,Moslehabadi,IRI,0,0,9,0.00,0.00,9,2024
1086,43,Poriya,IRI,0,3,10,0.00,0.00,13,2024
1087,43,Amin,IRI,0,3,17,0.00,0.00,20,2024
1088,43,Salehi,IRI,0,0,4,0.00,0.00,4,2024
1089,43,Arman,IRI,0,1,72,0.00,0.00,73,2024
1090,43,Barbast,IRI,0,0,0,,,0,2024
1091,43,Mohammad,IRI,0,1,27,0.00,0.00,28,2024
1092,43,Nasri,IRI,0,0,2,0.00,0.00,2,2024
1093,43,Morteza,IRI,0,0,11,0.00,0.00,11,2024
1094,43,Kovačević,SRB,0,1,11,0.00,0.00,12,2024
1095,43,Kapur,SRB,0,1,40,0.00,0.00,41,2024
1096,43,Ristić,SRB,0,0,15,0.00,0.00,15,2024
1097,43,Krsmanović,SRB,0,0,5,0.00,0.00,5,2024
1098,43,Ivović,SRB,0,1,20,0.00,0.00,21,2024
1099,43,Kujundžić,SRB,0,0,23,0.00,0.00,23,2024
1100,43,Perić,SRB,0,0,16,0.00,0.00,16,2024
1101,43,Atanasijević,SRB,0,0,6,0.00,0.00,6,2024
1102,43,Mašulović N.,SRB,0,0,5,0.00,0.00,5,2024
1103,43,Luburić,SRB,0,2,22,0.00,0.00,24,2024
1104,43,Podraščanin,SRB,0,0,7,0.00,0.00,7,2024
1105,43,Nedeljković,SRB,0,0,7,0.00,0.00,7,2024
1106,43,L. Bergmann,BRA,0,0,4,0.00,0.00,4,2024
1107,43,Judson,BRA,0,0,1,0.00,0.00,1,2024
1108,43,Carle,FRA,0,1,4,0.00,0.00,5,2024
1109,43,Jouffroy,FRA,0,0,1,0.00,0.00,1,2024
1110,43,Marovt,SLO,0,0,0,,,0,2024
1111,43,Aydin,TUR,0,0,2,0.00,0.00,2,2024
1112,43,Grozer,GER,0,0,3,0.00,0.00,3,2024
1113,43,Brehme,GER,0,0,3,0.00,0.00,3,2024
1114,43,Schott,GER,0,1,27,0.00,0.00,28,2024
1115,43,Karlitzek,GER,0,0,13,0.00,0.00,13,2024
1116,43,Krick,GER,0,0,5,0.00,0.00,5,2024
1117,43,Popiwczak,POL,0,0,16,0.00,0.00,16,2024
1118,43,Kaczmarek,POL,0,0,6,0.00,0.00,6,2024
1119,43,Kurek,POL,0,0,16,0.00,0.00,16,2024
1120,43,Kłos,POL,0,0,4,0.00,0.00,4,2024
1121,43,Fornal,POL,0,1,38,0.00,0.00,39,2024
1122,43,Huber,POL,0,0,4,0.00,0.00,4,2024
1123,43,Petrov,BUL,0,0,2,0.00,0.00,2,2024
1124,43,Kartev,BUL,0,0,0,,,0,2024
1125,43,Esfandiar,IRI,0,0,1,0.00,0.00,1,2024
1126,43,Anderson,USA,0,0,15,0.00,0.00,15,2024
1127,43,Russell,USA,0,0,4,0.00,0.00,4,2024
1128,43,Jendryk,USA,0,0,1,0.00,0.00,1,2024
1129,43,Ensing,USA,0,0,5,0.00,0.00,5,2024
1130,43,Defalco,USA,0,0,24,0.00,0.00,24,2024
1131,43,Holt,USA,0,1,12,0.00,0.00,13,2024
1132,43,Jaeschke,USA,0,0,5,0.00,0.00,5,2024
1133,43,Muagututia,USA,0,0,8,0.00,0.00,8,2024
1134,43,Averill,USA,0,0,2,0.00,0.00,2,2024
1135,43,Smith,USA,0,0,3,0.00,0.00,3,2024
1136,43,E. Shoji,USA,0,1,34,0.00,0.00,35,2024
1137,43,Hofer,CAN,0,0,1,0.00,0.00,1,2024
1138,43,Ahyi,NED,0,0,0,,,0,2024
1139,43,Sadati,IRI,0,0,0,,,0,2024
1140,43,Antov,BUL,0,0,1,0.00,0.00,1,2024
1141,43,Dobrev,BUL,0,0,2,0.00,0.00,2,2024
1142,43,Bardarov,BUL,0,0,0,,,0,2024
1143,43,Planinšič,SLO,0,0,0,,,0,2024
1144,43,Zenger,GER,0,0,33,0.00,0.00,33,2024
1145,43,Bottolo,ITA,0,1,16,0.00,0.00,17,2024
1146,43,Cortesia,ITA,0,0,0,,,0,2024
1147,43,Gironi,ITA,0,0,2,0.00,0.00,2,2024
1148,43,Rinaldi,ITA,0,0,0,,,0,2024
1149,43,Gaggini,ITA,0,0,0,,,0,2024
1150,43,Caneschi,ITA,0,0,0,,,0,2024
1151,43,Mosca,ITA,0,0,0,,,0,2024
1152,43,Leon,POL,0,0,6,0.00,0.00,6,2024
1153,43,Zatorski,POL,0,0,21,0.00,0.00,21,2024
1154,43,Bieniek,POL,0,0,5,0.00,0.00,5,2024
1155,43,Možič,SLO,0,0,4,0.00,0.00,4,2024
1156,43,Gardini,ITA,0,0,0,,,0,2024
1157,43,Aslan,TUR,0,0,0,,,0,2024
1158,43,Schnitzer,CAN,0,0,0,,,0,2024
