,Rank,Player Name,Team,Digs,Errors,Receptions,Average per match,Success %,Total,Year
877,11,Döne,TUR,73,36,12,6.08,60.33,121,2024
878,11,Lucarelli,BRA,73,37,13,6.64,59.35,123,2024
879,11,Andringa,NED,73,38,6,6.08,62.39,117,2024
880,12,Yant,CUB,70,27,10,5.83,65.42,107,2024
881,13,Graven,GER,68,42,8,5.67,57.63,118,2024
882,13,E. Shoji,USA,68,24,5,8.50,70.10,97,2024
883,14,Bozhilov,BUL,67,41,12,5.58,55.83,120,2024
884,14,Balaso,ITA,67,32,12,8.38,60.36,111,2024
885,15,Sekita,JPN,66,32,10,4.71,61.11,108,2024
886,15,Arman,IRI,66,33,12,5.50,59.46,111,2024
887,16,Clevenot,FRA,65,22,7,4.64,69.15,94,2024
888,17,Fernando,BRA,61,33,10,4.69,58.65,104,2024
889,17,Kapur,SRB,61,54,7,5.55,50.00,122,2024
890,18,Vadi,IRI,60,30,11,5.00,59.41,101,2024
891,19,Keemink,NED,56,26,9,4.67,61.54,91,2024
892,19,Van Garderen,NED,56,26,5,4.67,64.37,87,2024
893,20,Herr,CAN,55,26,9,4.23,61.11,90,2024
894,20,Lopez,CUB,55,18,8,4.58,67.90,81,2024
895,21,Mandıracı,TUR,53,28,8,4.82,59.55,89,2024
896,21,Maar,CAN,53,23,8,4.08,63.10,84,2024
897,21,Ogawa,JPN,53,15,7,3.53,70.67,75,2024
898,21,Nimir,NED,53,22,7,4.42,64.63,82,2024
899,22,Otsuka,JPN,51,24,5,3.92,63.75,80,2024
900,23,Nishida,JPN,49,18,9,3.27,64.47,76,2024
901,23,Leal,BRA,49,25,2,4.45,64.47,76,2024
902,23,Milad,IRI,49,27,15,4.08,53.85,91,2024
903,24,Brand,GER,48,32,6,4.00,55.81,86,2024
904,25,Patry,FRA,47,28,8,3.13,56.63,83,2024
905,25,Giannelli,ITA,47,18,4,5.88,68.12,69,2024
906,26,Palonsky,ARG,46,19,5,3.54,65.71,70,2024
907,26,Ishikawa,JPN,46,15,5,4.18,69.70,66,2024
908,27,Christenson,USA,45,12,2,5.62,76.27,59,2024
909,28,Tatarov,BUL,44,28,4,3.67,57.89,76,2024
910,28,Dagostino,USA,44,20,6,3.67,62.86,70,2024
911,29,S. Nikolov,BUL,43,36,6,3.58,50.59,85,2024
912,29,De Cecco,ARG,43,25,7,3.31,57.33,75,2024
913,30,Kampa,GER,41,18,7,5.12,62.12,66,2024
914,31,Lima B.,ARG,40,28,6,3.08,54.05,74,2024
915,31,Thondike,CUB,40,24,5,3.33,57.97,69,2024
916,32,A. Lagumdzija,TUR,39,19,2,3.25,65.00,60,2024
917,32,Conte,ARG,39,28,9,3.00,51.32,76,2024
918,32,Kozamernik,SLO,39,13,9,2.60,63.93,61,2024
919,33,Louati,FRA,38,23,7,2.53,55.88,68,2024
920,34,Asparuhov,BUL,37,11,1,3.08,75.51,49,2024
921,34,Toniutti,FRA,37,24,10,2.47,52.11,71,2024
922,34,Alan,BRA,37,9,0,2.85,80.43,46,2024
923,34,Luburić,SRB,37,18,11,3.08,56.06,66,2024
924,35,Yenipazar,TUR,36,17,6,3.00,61.02,59,2024
925,35,Amin,IRI,36,20,8,3.00,56.25,64,2024
926,35,Zenger,GER,36,4,4,9.00,81.82,44,2024
927,36,Szwarc,CAN,35,16,2,2.69,66.04,53,2024
928,36,Reichert,GER,35,14,4,4.38,66.04,53,2024
929,37,Semeniuk,POL,34,8,5,2.43,72.34,47,2024
930,37,Ivović,SRB,34,22,2,2.83,58.62,58,2024
931,38,Darlan,BRA,33,22,3,2.54,56.90,58,2024
932,38,Pajenk,SLO,33,5,4,2.36,78.57,42,2024
933,38,Lavia,ITA,33,12,2,4.12,70.21,47,2024
934,38,Janusz,POL,33,19,9,3.30,54.10,61,2024
935,39,Hazrat,IRI,32,27,3,2.67,51.61,62,2024
936,39,Popiwczak,POL,32,9,2,2.91,74.42,43,2024
937,39,Fornal,POL,32,11,2,2.91,71.11,45,2024
938,40,Diez,FRA,31,10,1,2.07,73.81,42,2024
939,40,Romanò,ITA,31,16,10,3.88,54.39,57,2024
940,40,Laurenzano,ITA,31,16,7,2.38,57.41,54,2024
941,40,Defalco,USA,31,15,8,3.88,57.41,54,2024
942,41,Mohammad,IRI,30,10,4,2.50,68.18,44,2024
943,41,Zatorski,POL,30,17,6,4.29,56.60,53,2024
944,42,Michieletto,ITA,29,12,5,3.62,63.04,46,2024
945,42,Jovović,SRB,29,27,12,2.42,42.65,68,2024
946,42,Kujundžić,SRB,29,17,3,2.42,59.18,49,2024
947,43,Miyaura,JPN,28,13,4,1.87,62.22,45,2024
948,44,Anderson,USA,27,14,7,3.38,56.25,48,2024
949,44,Jorna,NED,27,19,4,3.38,54.00,50,2024
950,45,Brizard,FRA,26,19,11,1.73,46.43,56,2024
951,45,Bedirhan,TUR,26,7,4,2.17,70.27,37,2024
952,45,Ewert,USA,26,15,10,3.25,50.98,51,2024
953,45,Maase,GER,26,11,6,2.17,60.47,43,2024
954,46,Sánchez B.,CUB,25,21,5,2.08,49.02,51,2024
955,46,Concepcion,CUB,25,8,2,2.08,71.43,35,2024
956,46,Sbertoli,ITA,25,11,4,1.92,62.50,40,2024
957,46,Morteza,IRI,25,18,2,2.27,55.56,45,2024
958,47,Dimitrov,BUL,24,14,4,2.00,57.14,42,2024
959,47,Bayram,TUR,24,16,4,2.00,54.55,44,2024
960,47,Śliwka,POL,24,5,2,1.71,77.42,31,2024
961,47,Bovolenta,ITA,24,9,6,1.85,61.54,39,2024
962,48,Grozdanov,BUL,23,14,3,1.92,57.50,40,2024
963,48,Tillie,FRA,23,13,0,1.53,63.89,36,2024
964,48,Gürbüz,TUR,23,11,1,1.92,65.71,35,2024
965,48,Kovačević,SRB,23,13,7,1.92,53.49,43,2024
966,48,Bottolo,ITA,23,12,3,4.60,60.53,38,2024
967,49,Onodera,JPN,22,8,4,1.47,64.71,34,2024
968,49,Tomita,JPN,22,10,2,1.69,64.71,34,2024
969,49,Zimmermann,GER,22,12,2,3.14,61.11,36,2024
970,49,Schott,GER,22,4,1,2.75,81.48,27,2024
971,49,Muagututia,USA,22,2,3,2.75,81.48,27,2024
972,50,Faure,FRA,21,6,6,1.40,63.64,33,2024
973,50,Hatipoğlu,TUR,21,15,1,1.75,56.76,37,2024
974,50,Karlitzek,GER,21,17,4,2.62,50.00,42,2024
975,51,M. Lagumdzija,TUR,20,7,3,1.67,66.67,30,2024
976,51,Ran,JPN,20,15,2,4.00,54.05,37,2024
977,52,Loser Bruno,ARG,19,8,1,1.46,67.86,28,2024
978,52,Kurek,POL,19,11,5,1.90,54.29,35,2024
979,53,Le Goff,FRA,18,5,2,1.20,72.00,25,2024
980,53,Vicentin,ARG,18,19,3,1.38,45.00,40,2024
981,53,Kai,JPN,18,17,4,1.20,46.15,39,2024
982,53,Russo,ITA,18,11,4,2.25,54.55,33,2024
983,54,Fukatsu,JPN,17,8,7,1.13,53.12,32,2024
984,54,Bołądź,POL,17,12,4,1.70,51.52,33,2024
985,54,Salehi,IRI,17,12,5,1.55,50.00,34,2024
986,55,Karyagin,BUL,16,14,1,1.33,51.61,31,2024
987,55,Güneş,TUR,16,3,2,1.33,76.19,21,2024
988,55,McCarthy,CAN,16,12,5,1.23,48.48,33,2024
989,55,Mergarejo,CUB,16,7,2,1.33,64.00,25,2024
990,55,Adriano,BRA,16,7,2,1.33,64.00,25,2024
991,55,Koops,NED,16,4,1,1.33,76.19,21,2024
992,55,Poriya,IRI,16,7,2,1.33,64.00,25,2024
993,55,Grozer,GER,16,5,2,2.00,69.57,23,2024
994,55,Russell,USA,16,5,0,4.00,76.19,21,2024
995,55,Leon,POL,16,8,3,2.29,59.26,27,2024
996,56,Petkov,BUL,15,9,0,1.25,62.50,24,2024
997,56,Seddik,FRA,15,4,0,1.00,78.95,19,2024
998,56,Martinez Franchi,ARG,15,9,1,1.15,60.00,25,2024
999,56,Zerba,ARG,15,8,4,1.15,55.56,27,2024
1000,56,Fromm,GER,15,6,2,1.25,65.22,23,2024
1001,56,Perić,SRB,15,12,4,1.25,48.39,31,2024
1002,56,Jaeschke,USA,15,5,3,3.75,65.22,23,2024
1003,57,Wassenaar Ketrzynski,CAN,14,10,3,1.08,51.85,27,2024
1004,57,Sanchez Pages,ARG,14,8,6,1.08,50.00,28,2024
1005,58,Valchinov,BUL,13,3,1,1.18,76.47,17,2024
1006,58,Ngapeth,FRA,13,6,3,2.17,59.09,22,2024
1007,58,Lucas,BRA,13,4,4,1.18,61.90,21,2024
1008,58,Mauricio,BRA,13,7,3,1.08,56.52,23,2024
1009,58,Ter Horst,NED,13,6,1,3.25,65.00,20,2024
1010,58,Szymura,POL,13,10,1,1.62,54.17,24,2024
1011,58,Podraščanin,SRB,13,8,5,1.08,50.00,26,2024
1012,58,Kaczmarek,POL,13,17,3,1.62,39.39,33,2024
1013,58,Huber,POL,13,5,2,1.18,65.00,20,2024
1014,59,Eshenko,CAN,12,2,1,1.00,80.00,15,2024
1015,59,Bruno,BRA,12,13,1,1.71,46.15,26,2024
1016,59,Plak,NED,12,5,4,1.00,57.14,21,2024
1017,59,Łomacz,POL,12,15,3,1.20,40.00,30,2024
1018,59,Kochanowski,POL,12,6,3,0.80,57.14,21,2024
1019,59,Porro L.,ITA,12,10,2,0.92,50.00,24,2024
1020,59,Nedeljković,SRB,12,10,2,1.00,50.00,24,2024
1021,59,Ensing,USA,12,5,1,1.50,66.67,18,2024
1022,59,Holt,USA,12,3,1,1.71,75.00,16,2024
1023,59,Bostan,TUR,12,7,1,1.50,60.00,20,2024
1024,60,Van Berkel,CAN,11,4,1,0.85,68.75,16,2024
1025,60,Kukartsev,ARG,11,7,2,0.85,55.00,20,2024
1026,60,Yamauchi,JPN,11,7,0,0.73,61.11,18,2024
1027,60,Simón,CUB,11,7,2,0.92,55.00,20,2024
1028,60,Flavio,BRA,11,4,2,0.92,64.71,17,2024
1029,60,Bednorz,POL,11,6,2,0.79,57.89,19,2024
1030,60,Galassi,ITA,11,1,2,1.38,78.57,14,2024
1031,61,Masso,CUB,10,3,6,0.83,52.63,19,2024
1032,61,Hanes,USA,10,8,2,1.43,50.00,20,2024
1033,61,Champlin,USA,10,2,0,2.50,83.33,12,2024
1034,61,Poręba,POL,10,2,1,1.25,76.92,13,2024
1035,61,Böhme,GER,10,7,3,1.25,50.00,20,2024
1036,61,Krick,GER,10,0,2,1.25,83.33,12,2024
1037,62,Matić,TUR,9,6,1,0.75,56.25,16,2024
1038,62,Ekşi,TUR,9,6,0,2.25,60.00,15,2024
1039,62,Ter Maat,NED,9,5,3,0.75,52.94,17,2024
1040,62,Atanasijević,SRB,9,17,4,0.75,30.00,30,2024
1041,62,Todorović,SRB,9,12,2,0.75,39.13,23,2024
1042,62,Mosca,ITA,9,4,0,1.80,69.23,13,2024
1043,63,Palacios,ARG,8,3,3,0.62,57.14,14,2024
1044,63,Honorato,BRA,8,5,1,0.62,57.14,14,2024
1045,63,Garcia,USA,8,4,2,2.00,57.14,14,2024
1046,63,Gasman,USA,8,1,0,2.00,88.89,9,2024
1047,63,Kessel,USA,8,8,2,1.33,44.44,18,2024
1048,63,Knigge,USA,8,2,5,1.60,53.33,15,2024
1049,63,Krage,GER,8,14,1,0.67,34.78,23,2024
1050,63,L. Bergmann,BRA,8,2,2,0.89,66.67,12,2024
1051,63,Firlej,POL,8,3,1,2.00,66.67,12,2024
1052,63,Smith,USA,8,1,1,1.14,80.00,10,2024
1053,64,Bultor,FRA,7,1,0,0.58,87.50,8,2024
1054,64,Isac,BRA,7,2,2,0.64,63.64,11,2024
1055,64,Hawryluk,POL,7,7,5,1.75,36.84,19,2024
1056,64,Butryn,POL,7,3,3,1.75,53.85,13,2024
1057,64,Kaliberda,GER,7,1,1,0.88,77.78,9,2024
1058,64,John,GER,7,6,0,1.75,53.85,13,2024
1059,64,Moslehabadi,IRI,7,4,1,0.64,58.33,12,2024
1060,64,Krsmanović,SRB,7,7,1,0.58,46.67,15,2024
1061,64,Tille,GER,7,14,3,0.88,29.17,24,2024
1062,64,Jendryk,USA,7,3,0,0.88,70.00,10,2024
1063,65,Takanashi,JPN,6,1,1,1.50,75.00,8,2024
1064,65,Parkinson,NED,6,2,1,0.50,66.67,9,2024
1065,65,Wiltenburg,NED,6,4,0,0.50,60.00,10,2024
1066,65,Tuaniga,USA,6,3,4,1.50,46.15,13,2024
1067,65,Jelveh,IRI,6,3,1,0.50,60.00,10,2024
1068,65,Mašulović N.,SRB,6,1,1,0.50,75.00,8,2024
1069,65,Judson,BRA,6,3,3,0.86,50.00,12,2024
1070,65,Averill,USA,6,5,0,0.75,54.55,11,2024
1071,65,Bieniek,POL,6,3,3,1.00,50.00,12,2024
1072,66,Garkov,BUL,5,1,0,0.62,83.33,6,2024
1073,66,Subaşı,TUR,5,1,2,1.67,62.50,8,2024
1074,66,Hoag,CAN,5,2,1,0.38,62.50,8,2024
1075,66,Demyanenko,CAN,5,3,1,0.38,55.56,9,2024
1076,66,Kentaro,JPN,5,4,2,0.36,45.45,11,2024
1077,66,Larry,JPN,5,1,1,0.33,71.43,7,2024
1078,66,Bračko,SLO,5,1,0,0.33,83.33,6,2024
1079,66,Isaacson,USA,5,5,2,1.25,41.67,12,2024
1080,66,Komenda,POL,5,3,0,0.83,62.50,8,2024
1081,66,Recine,ITA,5,4,1,0.38,50.00,10,2024
1082,66,Carle,FRA,5,3,1,0.38,55.56,9,2024
1083,66,Brehme,GER,5,1,1,1.25,71.43,7,2024
1084,66,Arshia,IRI,5,1,0,1.25,83.33,6,2024
1085,67,Briggs,USA,4,1,0,1.00,80.00,5,2024
1086,67,Szalpuk,POL,4,0,2,1.00,66.67,6,2024
1087,67,Ristić,SRB,4,8,1,0.33,30.77,13,2024
1088,67,Aydin,TUR,4,0,0,0.40,100.00,4,2024
1089,67,Ma'a,USA,4,4,0,0.50,50.00,8,2024
1090,67,Meijs,NED,4,3,0,0.50,57.14,7,2024
1091,67,Antov,BUL,4,8,3,1.00,26.67,15,2024
1092,68,Ramos,ARG,3,0,2,0.23,60.00,5,2024
1093,68,Alonso,CUB,3,1,1,0.25,60.00,5,2024
1094,68,Sanguinetti,ITA,3,2,3,0.23,37.50,8,2024
1095,68,Kłos,POL,3,2,2,0.50,42.86,7,2024
1096,68,Hofer,CAN,3,3,0,0.33,50.00,6,2024
1097,68,Matheus G.,BRA,3,6,1,0.43,30.00,10,2024
1098,68,Dobrev,BUL,3,2,0,0.75,60.00,5,2024
1099,69,Savaş,TUR,2,1,0,0.18,66.67,3,2024
1100,69,Štalekar,SLO,2,0,1,0.13,66.67,3,2024
1101,69,Jakubiszak,POL,2,0,0,0.50,100.00,2,2024
1102,69,Anzani,ITA,2,3,1,0.25,33.33,6,2024
1103,69,Petrov,BUL,2,0,0,0.67,100.00,2,2024
1104,69,Stankov,BUL,2,2,1,0.25,40.00,5,2024
1105,69,Gironi,ITA,2,6,0,0.40,25.00,8,2024
1106,69,Možič,SLO,2,1,0,0.50,66.67,3,2024
1107,70,Kolev,BUL,1,0,0,0.25,100.00,1,2024
1108,70,Telkiyski,BUL,1,1,0,0.25,50.00,2,2024
1109,70,Nachev,BUL,1,0,0,0.08,100.00,1,2024
1110,70,Chinenyeze,FRA,1,0,1,0.50,50.00,2,2024
1111,70,Walsh,CAN,1,1,0,0.08,50.00,2,2024
1112,70,Barnes,CAN,1,0,0,0.08,100.00,1,2024
1113,70,Gallego,ARG,1,0,1,0.08,50.00,2,2024
1114,70,Taboada,CUB,1,6,0,0.08,14.29,7,2024
1115,70,De Weijer,NED,1,1,0,0.25,50.00,2,2024
1116,70,Vinčić,SLO,1,1,0,0.11,50.00,2,2024
1117,70,Mujanović,SLO,1,1,2,0.07,25.00,4,2024
1118,70,Wildman,USA,1,0,0,0.25,100.00,1,2024
1119,70,Burggräf,GER,1,0,0,0.25,100.00,1,2024
1120,70,Javad,IRI,1,3,0,0.17,25.00,4,2024
1121,70,Barbast,IRI,1,0,0,0.09,100.00,1,2024
1122,70,Jouffroy,FRA,1,5,1,0.08,14.29,7,2024
1123,70,Esfandiar,IRI,1,1,1,0.25,33.33,3,2024
1124,70,Ahyi,NED,1,0,1,0.12,50.00,2,2024
1125,70,Oya,JPN,1,1,2,1.00,25.00,4,2024
1126,70,Porro P.,ITA,1,2,1,0.33,25.00,4,2024
1127,71,D. Kolev,BUL,0,0,0,,,0,2024
1128,71,Currie,CAN,0,0,0,,,0,2024
1129,71,Camino,CUB,0,0,0,,,0,2024
1130,71,Gorguet,CUB,0,0,0,,,0,2024
1131,71,Charles,CUB,0,0,0,,,0,2024
1132,71,Arthur,BRA,0,0,0,,,0,2024
1133,71,Van Der Ent,NED,0,1,0,0.00,0.00,1,2024
1134,71,Klok,NED,0,0,0,,,0,2024
1135,71,Bak,NED,0,0,0,,,0,2024
1136,71,Toman,SLO,0,2,0,0.00,0.00,2,2024
1137,71,Z. Štern,SLO,0,0,0,,,0,2024
1138,71,Kržič,SLO,0,0,0,,,0,2024
1139,71,Marshman,USA,0,1,1,0.00,0.00,2,2024
1140,71,Wetter,USA,0,2,0,0.00,0.00,2,2024
1141,71,Adamczyk,POL,0,1,0,0.00,0.00,1,2024
1142,71,Kunstmann,GER,0,0,0,,,0,2024
1143,71,Peter,GER,0,1,0,0.00,0.00,1,2024
1144,71,Goralik,GER,0,0,0,,,0,2024
1145,71,Nasri,IRI,0,1,0,0.00,0.00,1,2024
1146,71,Marovt,SLO,0,0,0,,,0,2024
1147,71,Kartev,BUL,0,0,0,,,0,2024
1148,71,Sadati,IRI,0,0,0,,,0,2024
1149,71,Bardarov,BUL,0,0,0,,,0,2024
1150,71,Planinšič,SLO,0,0,0,,,0,2024
1151,71,Cortesia,ITA,0,0,0,,,0,2024
1152,71,Rinaldi,ITA,0,0,0,,,0,2024
1153,71,Gaggini,ITA,0,0,0,,,0,2024
1154,71,Caneschi,ITA,0,0,1,0.00,0.00,1,2024
1155,71,Falaschi,ITA,0,2,1,0.00,0.00,3,2024
1156,71,Gardini,ITA,0,0,0,,,0,2024
1157,71,Aslan,TUR,0,0,0,,,0,2024
1158,71,Schnitzer,CAN,0,0,0,,,0,2024
