,Rank,Player Name,Team,Digs,Errors,Receptions,Average per match,Success %,Total,Year
903,38,Poulter,USA,46,25,6,5.11,59.74,77,2024
904,38,Pušić,SRB,46,17,3,5.75,69.70,66,2024
905,38,Bjelica,SRB,46,10,6,5.75,74.19,62,2024
906,39,İvegin,TUR,45,5,5,5.62,81.82,55,2024
907,39,E. Şahin,TUR,45,9,6,5.62,75.00,60,2024
908,39,Popović S.,SRB,45,12,4,5.62,73.77,61,2024
909,39,Milenković,SRB,45,8,9,5.62,72.58,62,2024
910,40,Knollema,NED,44,10,2,4.89,78.57,56,2024
911,41,Roberta,BRA,43,10,4,5.38,75.44,57,2024
912,42,Marring,NED,42,17,4,4.67,66.67,63,2024
913,42,Rosamaria,BRA,42,8,6,6.00,75.00,56,2024
914,42,Murmann,CAN,42,13,11,4.67,63.64,66,2024
915,43,Dambrink,NED,41,5,13,4.56,69.49,59,2024
916,44,Mitrovic,CAN,40,10,6,4.44,71.43,56,2024
917,44,K. Pimpichaya,THA,40,12,8,5.00,66.67,60,2024
918,45,Gicquel,FRA,39,15,10,4.33,60.94,64,2024
919,46,Fersino,ITA,37,16,8,4.62,60.66,61,2024
920,46,Jeongah,KOR,37,12,8,4.11,64.91,57,2024
921,46,Kindermann,GER,37,11,8,4.11,66.07,56,2024
922,47,Mędrzyk,POL,36,11,4,4.50,70.59,51,2024
923,48,Bongaerts,NED,34,7,6,4.25,72.34,47,2024
924,48,P. Supattra,THA,34,4,4,8.50,80.95,42,2024
925,48,Mirković,SRB,34,21,4,4.25,57.63,59,2024
926,49,Wołosz,POL,32,10,6,8.00,66.67,48,2024
927,50,Cambi,ITA,31,9,2,3.44,73.81,42,2024
928,50,Stojiljkovic,FRA,31,18,10,3.44,52.54,59,2024
929,50,Jegdić,SRB,31,3,2,7.75,86.11,36,2024
930,51,Lozo,SRB,30,7,2,3.75,76.92,39,2024
931,52,Martinez,DOM,29,7,4,5.80,72.50,40,2024
932,52,Thompson,USA,29,7,4,5.80,72.50,40,2024
933,53,Buijs,NED,28,8,4,3.11,70.00,40,2024
934,53,Antropova,ITA,28,12,7,3.11,59.57,47,2024
935,53,Johnson,CAN,28,9,1,3.11,73.68,38,2024
936,53,Yamada,JPN,28,9,6,3.11,65.12,43,2024
937,54,Van Aalen,NED,27,5,1,3.00,81.82,33,2024
938,54,Wu M.J.,CHN,27,24,3,3.00,50.00,54,2024
939,55,Maglio,CAN,26,5,6,2.89,70.27,37,2024
940,55,Schalk,FRA,26,7,5,2.89,68.42,38,2024
941,55,Jineiry,DOM,26,4,2,2.89,81.25,32,2024
942,55,Sylla,ITA,26,10,3,5.20,66.67,39,2024
943,56,Orro,ITA,25,13,8,5.00,54.35,46,2024
944,57,Rotar,FRA,24,12,10,2.67,52.17,46,2024
945,57,Cebecioğlu,TUR,24,7,5,3.00,66.67,36,2024
946,57,Kurtagić,SRB,24,7,7,3.00,63.16,38,2024
947,58,Timmerman,NED,23,5,4,2.56,71.88,32,2024
948,58,Tapia,DOM,23,3,6,2.56,71.88,32,2024
949,58,Nikolova M.,BUL,23,8,4,4.60,65.71,35,2024
950,59,Wenerska,POL,22,8,5,2.75,62.86,35,2024
951,59,Frantti,USA,22,5,2,2.75,75.86,29,2024
952,59,Miljevic,SRB,22,11,3,2.44,61.11,36,2024
953,59,Peralta,DOM,22,5,4,2.44,70.97,31,2024
954,59,Uzelac,SRB,22,8,1,5.50,70.97,31,2024
955,59,Plummer,USA,22,13,1,4.40,61.11,36,2024
956,60,Plak,NED,21,6,1,2.33,75.00,28,2024
957,60,Dahyeon,KOR,21,6,3,2.33,70.00,30,2024
958,60,Drewniok,GER,21,11,7,5.25,53.85,39,2024
959,60,Guillen,DOM,21,10,3,2.33,61.76,34,2024
960,60,Egonu,ITA,21,2,3,4.20,80.77,26,2024
961,61,Macris,BRA,20,8,3,2.50,64.52,31,2024
962,61,N. Thatdao,THA,20,9,5,2.50,58.82,34,2024
963,62,Krivoshiyska,BUL,19,10,7,2.11,52.78,36,2024
964,62,White,CAN,19,6,10,2.11,54.29,35,2024
965,63,Juah,KOR,18,3,4,2.00,72.00,25,2024
966,63,Respaut,FRA,18,5,1,2.00,75.00,24,2024
967,63,Weitzel,GER,18,6,3,2.00,66.67,27,2024
968,63,B. Hattaya,THA,18,5,6,2.25,62.07,29,2024
969,63,Ivanović,SRB,18,3,3,3.60,75.00,24,2024
970,63,Cazaute,FRA,18,6,2,3.60,69.23,26,2024
971,64,Wang Y.L.,CHN,17,8,3,2.12,60.71,28,2024
972,64,Carlini,USA,17,4,3,3.40,70.83,24,2024
973,65,Dudova,BUL,16,9,4,1.78,55.17,29,2024
974,65,B. Saykova,BUL,16,7,2,2.00,64.00,25,2024
975,65,Spirito,ITA,16,5,3,3.20,66.67,24,2024
976,65,Jiyun M.,KOR,16,5,4,1.78,64.00,25,2024
977,66,Danesi,ITA,15,8,4,1.67,55.56,27,2024
978,66,Wang Y.Y.,CHN,15,7,4,1.67,57.69,26,2024
979,66,Straube,GER,15,4,3,1.67,68.18,22,2024
980,66,M. Skinner,USA,15,4,2,3.75,71.43,21,2024
981,66,Bukilić,SRB,15,8,3,1.67,57.69,26,2024
982,66,Zhu T.,CHN,15,8,1,3.00,62.50,24,2024
983,67,Degradi,ITA,14,6,1,1.56,66.67,21,2024
984,67,Ndiaye,FRA,14,8,5,1.56,51.85,27,2024
985,67,Özbay,TUR,14,4,1,1.75,73.68,19,2024
986,67,Parsons,USA,14,3,0,3.50,82.35,17,2024
987,67,N. Jidapa,THA,14,9,4,3.50,51.85,27,2024
988,68,Baijens,NED,13,4,4,1.44,61.90,21,2024
989,68,Yuan X.Y.,CHN,13,10,4,1.44,48.15,27,2024
990,68,Malešević,SRB,13,5,1,1.44,68.42,19,2024
991,68,Eve,DOM,13,3,6,1.44,59.09,22,2024
992,69,Alagierska,POL,12,6,1,1.50,63.16,19,2024
993,69,Carol,BRA,12,5,2,1.50,63.16,19,2024
994,69,Watanabe,JPN,12,5,2,1.33,63.16,19,2024
995,69,Aydın,TUR,12,2,1,1.71,80.00,15,2024
996,69,Fleck,USA,12,1,1,3.00,85.71,14,2024
997,69,G. Pornpun,THA,12,4,1,3.00,70.59,17,2024
998,69,Hancock,USA,12,4,1,2.40,70.59,17,2024
999,69,Rettke,USA,12,5,0,2.40,70.59,17,2024
1000,69,Erdem,TUR,12,2,0,3.00,85.71,14,2024
1001,70,Becheva,BUL,11,6,0,1.22,64.71,17,2024
1002,70,Nervini,ITA,11,2,0,1.38,84.62,13,2024
1003,70,Diana,BRA,11,4,2,1.38,64.71,17,2024
1004,70,Cekulaev,GER,11,2,2,1.22,73.33,15,2024
1005,70,Airi,JPN,11,3,1,1.22,73.33,15,2024
1006,70,Araki,JPN,11,6,1,1.22,61.11,18,2024
1007,70,Aykaç,TUR,11,3,1,1.38,73.33,15,2024
1008,70,Baladın,TUR,11,4,4,1.57,57.89,19,2024
1009,70,Kalaç,TUR,11,7,3,1.38,52.38,21,2024
1010,70,S. Thanacha,THA,11,1,1,1.38,84.62,13,2024
1011,70,Hentz,USA,11,2,0,2.20,84.62,13,2024
1012,70,Medved,SRB,11,6,4,11.00,52.38,21,2024
1013,71,Guncheva,BUL,10,2,0,2.00,83.33,12,2024
1014,71,Natinha,BRA,10,3,2,1.25,66.67,15,2024
1015,71,Inoue,JPN,10,7,2,1.11,52.63,19,2024
1016,71,Ogbogu,USA,10,5,3,1.11,55.56,18,2024
1017,71,Osmajic,SRB,10,2,1,1.11,76.92,13,2024
1018,71,Jurczyk,POL,10,7,2,2.50,52.63,19,2024
1019,71,Lanier,USA,10,3,0,2.50,76.92,13,2024
1020,72,Gałkowska,POL,9,4,1,2.25,64.29,14,2024
1021,72,Bah,FRA,9,6,2,1.50,52.94,17,2024
1022,72,Arıcı,TUR,9,2,1,1.12,75.00,12,2024
1023,72,S. Donphon,THA,9,4,1,1.12,64.29,14,2024
1024,72,Smarzek,POL,9,2,6,2.25,52.94,17,2024
1025,72,Haewegene,FRA,9,6,1,1.80,56.25,16,2024
1026,73,Lohuis,NED,8,2,0,0.89,80.00,10,2024
1027,73,Omoruyi,ITA,8,1,0,2.00,88.89,9,2024
1028,73,Kisy,BRA,8,1,0,1.60,88.89,9,2024
1029,73,Sylves,FRA,8,0,4,0.89,66.67,12,2024
1030,73,Schölzel,GER,8,4,0,0.89,66.67,12,2024
1031,73,Hall,USA,8,1,2,1.60,72.73,11,2024
1032,73,J. Sasipapron,THA,8,3,2,2.00,61.54,13,2024
1033,73,Arias,DOM,8,1,4,0.89,61.54,13,2024
1034,73,Ariana,DOM,8,3,2,0.89,61.54,13,2024
1035,73,Fedusio,POL,8,2,2,2.00,66.67,12,2024
1036,73,Bauer,FRA,8,1,3,1.60,66.67,12,2024
1037,74,Bosio,ITA,7,2,0,1.75,77.78,9,2024
1038,74,Korneluk,POL,7,3,2,1.75,58.33,12,2024
1039,74,Witkowska,POL,7,0,3,1.75,70.00,10,2024
1040,74,Łysiak,POL,7,1,0,0.88,87.50,8,2024
1041,74,Zhang C.N.,CHN,7,3,0,0.78,70.00,10,2024
1042,74,O'Neal,USA,7,2,0,2.33,77.78,9,2024
1043,74,Cook,USA,7,2,0,7.00,77.78,9,2024
1044,75,Bonifacio,ITA,6,0,2,0.67,75.00,8,2024
1045,75,Chaewon,KOR,6,2,1,0.67,66.67,9,2024
1046,75,Seungju,KOR,6,5,0,0.67,54.55,11,2024
1047,75,Julia Kudiess,BRA,6,3,0,1.50,66.67,9,2024
1048,75,Baker,CAN,6,2,0,0.67,75.00,8,2024
1049,75,Kurogo,JPN,6,3,0,0.67,66.67,9,2024
1050,75,Cuttino,USA,6,2,3,1.50,54.55,11,2024
1051,75,Tainara,BRA,6,1,2,1.50,66.67,9,2024
1052,75,Perović,SRB,6,2,1,6.00,66.67,9,2024
1053,76,Stoyanova,BUL,5,2,1,0.56,62.50,8,2024
1054,76,Kowalewska,POL,5,1,0,1.25,83.33,6,2024
1055,76,Wada,JPN,5,1,3,0.62,55.56,9,2024
1056,76,K. Ajcharaporn,THA,5,5,4,1.25,35.71,14,2024
1057,76,Thaisa,BRA,5,0,0,1.25,100.00,5,2024
1058,76,Mijatović,SRB,5,1,0,1.00,83.33,6,2024
1059,76,Lubian,ITA,5,1,1,1.00,71.43,7,2024
1060,76,Tamaki,JPN,5,1,2,1.67,62.50,8,2024
1061,77,Knip,NED,4,4,0,0.67,50.00,8,2024
1062,77,Akrari,ITA,4,0,0,1.00,100.00,4,2024
1063,77,Pacak,POL,4,0,1,0.50,80.00,5,2024
1064,77,Piasecka,POL,4,4,1,0.67,44.44,9,2024
1065,77,Bernard,FRA,4,1,2,1.00,57.14,7,2024
1066,77,Olinga Andela,FRA,4,3,3,0.44,40.00,10,2024
1067,77,Stautz,GER,4,0,0,0.44,100.00,4,2024
1068,77,Gonzalez,DOM,4,0,0,0.44,100.00,4,2024
1069,77,Daalderop,NED,4,0,3,0.67,57.14,7,2024
1070,77,Washington,USA,4,5,0,1.00,44.44,9,2024
1071,77,Weske,GER,4,0,2,0.80,66.67,6,2024
1072,78,Rachkovska,BUL,3,2,0,0.75,60.00,5,2024
1073,78,A. Saykova,BUL,3,1,3,0.33,42.86,7,2024
1074,78,Savard,CAN,3,2,0,0.33,60.00,5,2024
1075,78,Jatzko,GER,3,0,0,0.33,100.00,3,2024
1076,78,Seki,JPN,3,3,1,0.43,42.86,7,2024
1077,78,B. Jarasporn,THA,3,2,0,0.75,60.00,5,2024
1078,78,Shahpazova,BUL,3,2,1,0.75,50.00,6,2024
1079,79,Zheng Y.X.,CHN,2,0,1,0.22,66.67,3,2024
1080,79,Ding X.,CHN,2,2,1,0.25,40.00,5,2024
1081,79,Ni F.F.,CHN,2,2,0,0.22,50.00,4,2024
1082,79,Jiwon,KOR,2,2,0,0.22,50.00,4,2024
1083,79,Bergmann,BRA,2,2,1,0.25,40.00,5,2024
1084,79,Ogoms,CAN,2,3,0,0.22,40.00,5,2024
1085,79,Fanguedou,FRA,2,0,0,0.25,100.00,2,2024
1086,79,Elouga,FRA,2,2,1,0.50,40.00,5,2024
1087,79,Diouf,FRA,2,1,3,0.50,33.33,6,2024
1088,79,Güneş,TUR,2,4,7,0.33,15.38,13,2024
1089,79,Butler,USA,2,3,1,0.50,33.33,6,2024
1090,79,Fahr,ITA,2,1,0,0.40,66.67,3,2024
1091,79,Tica,SRB,2,0,1,2.00,66.67,3,2024
1092,80,Damaske,POL,1,0,1,0.25,50.00,2,2024
1093,80,Jeongmin,KOR,1,0,0,0.11,100.00,1,2024
1094,80,Hoyoung,KOR,1,1,1,0.11,33.33,3,2024
1095,80,Pri Daroit,BRA,1,1,0,0.14,50.00,2,2024
1096,80,Luzia,BRA,1,0,0,0.17,100.00,1,2024
1097,80,Strubbe,GER,1,0,2,0.25,33.33,3,2024
1098,80,Helena,BRA,1,0,0,0.33,100.00,1,2024
1099,80,S. Kanokporn,THA,1,1,0,0.25,50.00,2,2024
1100,80,K. Kuttika,THA,1,1,1,0.25,33.33,3,2024
1101,80,Centka,POL,1,0,0,0.25,100.00,1,2024
1102,80,H. Jasper,NED,1,0,0,0.33,100.00,1,2024
1103,80,Kohn,GER,1,0,0,1.00,100.00,1,2024
1104,80,Cvetkovic,SRB,1,1,0,1.00,50.00,2,2024
1105,81,Nikolova,BUL,0,0,0,,,0,2024
1106,81,Dijkema,NED,0,0,1,0.00,0.00,1,2024
1107,81,Nwakalor L.,ITA,0,0,0,,,0,2024
1108,81,Mingardi,ITA,0,0,0,,,0,2024
1109,81,Gao Y.,CHN,0,0,0,,,0,2024
1110,81,Xu X.T.,CHN,0,0,0,,,0,2024
1111,81,Sarang,KOR,0,1,0,0.00,0.00,1,2024
1112,81,Van Buskirk,CAN,0,0,0,,,0,2024
1113,81,Joseph,CAN,0,0,0,,,0,2024
1114,81,Cesar,GER,0,0,0,,,0,2024
1115,81,Haneline,USA,0,0,0,,,0,2024
1116,81,T. Wimonrat,THA,0,1,0,0.00,0.00,1,2024
1117,81,Kirov,SRB,0,0,0,,,0,2024
1118,81,B. Tichakorn,THA,0,0,1,0.00,0.00,1,2024
1119,81,Czyrniańska,POL,0,0,0,,,0,2024
1120,81,Racheva,BUL,0,0,0,,,0,2024
1121,81,Grozer,GER,0,0,0,,,0,2024
1122,81,Drews,USA,0,0,0,,,0,2024
1123,81,Giovannini,ITA,0,0,0,,,0,2024
1124,81,Zhuang Y.S.,CHN,0,0,0,,,0,2024
1125,81,Vidačić,SRB,0,0,0,,,0,2024
1126,81,Šućurović,SRB,0,0,0,,,0,2024
1127,81,Gocanin,SRB,0,0,0,,,0,2024
1128,81,ČIKUC-DEANS Nat.,SRB,0,0,0,,,0,2024
1129,81,Suyeon,KOR,0,1,0,0.00,0.00,1,2024
