,Rank,Player Name,Team,Digs,Errors,Receptions,Average per match,Success %,Total,Year
0,1,Castillo,DOM,250,62,29,16.67,73.31,341,2021
1,2,C. Brait,BRA,227,31,21,13.35,81.36,279,2021
2,3,Aköz,TUR,215,48,18,12.65,76.51,281,2021
3,4,Schoot,NED,193,49,28,12.87,71.48,270,2021
4,5,Wong-Orantes,USA,192,35,16,11.29,79.01,243,2021
5,6,Rampelberg,BEL,190,76,27,13.57,64.85,293,2021
6,7,Kurogo,JPN,188,46,16,11.06,75.20,250,2021
7,8,Jiyoung,KOR,187,43,13,12.47,76.95,243,2021
8,9,Gabi,BRA,172,28,23,10.12,77.13,223,2021
9,10,Pogany,GER,165,60,17,11.00,68.18,242,2021
10,11,Kobata,JPN,161,36,14,9.47,76.30,211,2021
11,12,Fersino,ITA,153,52,19,10.20,68.30,224,2021
12,13,Van Gestel,BEL,140,39,10,9.33,74.07,189,2021
13,13,Wang M.J.,CHN,140,36,12,9.33,74.47,188,2021
14,14,Djurdjevic,SRB,135,35,16,10.38,72.58,186,2021
15,14,Ishikawa,JPN,135,34,13,7.94,74.18,182,2021
16,15,Van de Vyver I.,BEL,133,41,21,8.87,68.21,195,2021
17,16,Koga,JPN,131,32,15,8.19,73.60,178,2021
18,17,Fe Garay,BRA,127,37,23,7.47,67.91,187,2021
19,18,Bujan,CAN,123,55,18,8.20,62.76,196,2021
20,19,Kim Yeon Koung,KOR,122,28,9,8.13,76.73,159,2021
21,20,Daalderop,NED,111,43,21,7.40,63.43,175,2021
22,20,Özbay,TUR,111,25,9,6.53,76.55,145,2021
23,20,T.Nootsara,THA,111,33,14,7.40,70.25,158,2021
24,21,P. Piyanut,THA,110,32,13,7.33,70.97,155,2021
25,22,Tandara,BRA,109,25,25,6.41,68.55,159,2021
26,23,Stenzel,POL,108,24,6,7.20,78.26,138,2021
27,24,Brie,CAN,106,37,24,7.57,63.47,167,2021
28,25,De La Cruz,DOM,105,32,8,7.00,72.41,145,2021
29,26,Herbots,BEL,104,32,21,7.43,66.24,157,2021
30,26,Macris,BRA,104,28,9,6.12,73.76,141,2021
31,27,Diken,TUR,101,23,14,5.94,73.19,138,2021
32,27,Momii,JPN,101,38,12,6.31,66.89,151,2021
33,28,Buijs,NED,100,28,14,6.67,70.42,142,2021
34,28,Karakurt,TUR,100,22,13,5.88,74.07,135,2021
35,29,Lozo,SRB,98,29,7,6.53,73.13,134,2021
36,29,Soyoung,KOR,98,11,20,6.53,75.97,129,2021
37,30,Lazović,SRB,96,16,19,9.60,73.28,131,2021
38,30,Pilipenko,RUS,96,38,14,6.40,64.86,148,2021
39,30,S.Onuma,THA,96,36,12,6.40,66.67,144,2021
40,31,K.Malika,THA,95,35,17,6.33,64.63,147,2021
41,32,Bongaerts,NED,94,38,10,6.27,66.20,142,2021
42,33,Imoudu,GER,93,21,15,6.20,72.09,129,2021
43,34,Voronkova,RUS,92,20,13,6.13,73.60,125,2021
44,34,Nowicka,POL,92,20,10,6.13,75.41,122,2021
45,34,Jagła,POL,92,52,12,6.13,58.97,156,2021
46,34,Van Ryk,CAN,92,35,20,6.57,62.59,147,2021
47,35,Marte,DOM,90,35,11,6.00,66.18,136,2021
48,36,Guilliams,BEL,89,23,12,5.93,71.77,124,2021
49,36,Łukasik,POL,89,24,10,5.93,72.36,123,2021
50,37,Baladın,TUR,88,24,10,5.18,72.13,122,2021
51,37,Larson,USA,88,17,2,5.18,82.24,107,2021
52,37,Stysiak,POL,88,24,13,5.87,70.40,125,2021
53,38,Martinez,DOM,84,18,16,5.60,71.19,118,2021
54,39,Rivera,DOM,83,38,14,5.53,61.48,135,2021
55,39,Peña Isabel,DOM,83,22,10,5.53,72.17,115,2021
56,39,Cook,USA,83,12,7,6.38,81.37,102,2021
57,40,Zhang C.N.,CHN,81,21,15,5.40,69.23,117,2021
58,41,De Bortoli,ITA,79,28,6,5.27,69.91,113,2021
59,42,Goncharova,RUS,78,18,14,5.57,70.91,110,2021
60,42,Startseva,RUS,78,30,14,6.00,63.93,122,2021
61,42,Yao D.,CHN,78,16,8,5.20,76.47,102,2021
62,42,Jeongah,KOR,78,26,10,5.20,68.42,114,2021
63,43,D'Odorico,ITA,77,20,9,5.92,72.64,106,2021
64,44,Górecka,POL,76,23,12,5.43,68.47,111,2021
65,45,C.Sutadta,THA,75,27,9,5.00,67.57,111,2021
66,45,Bosio,ITA,75,28,3,5.00,70.75,106,2021
67,45,Johnson,CAN,75,44,17,5.00,55.15,136,2021
68,46,Caric,SRB,74,17,9,8.22,74.00,100,2021
69,46,Mingardi,ITA,74,19,6,5.69,74.75,99,2021
70,46,BARTSCH-HACKLEY,USA,74,20,11,5.29,70.48,105,2021
71,47,Alsmeier,GER,73,22,6,4.87,72.28,101,2021
72,48,İvegin,TUR,71,12,4,4.18,81.61,87,2021
73,49,Gocanin,SRB,70,16,8,4.67,74.47,94,2021
74,50,Poulter,USA,69,10,7,5.31,80.23,86,2021
75,51,Podkopaeva,RUS,68,17,10,11.33,71.58,95,2021
76,52,Orthmann,GER,67,22,14,4.47,65.05,103,2021
77,53,Smarzek,POL,65,13,10,5.42,73.86,88,2021
78,54,Drewniok,GER,64,25,7,4.27,66.67,96,2021
79,54,Li Y.,CHN,64,23,12,4.57,64.65,99,2021
80,55,A.Wilavan,THA,63,24,10,4.20,64.95,97,2021
81,56,Drews,USA,62,16,9,3.65,71.26,87,2021
82,56,Hye Seon,KOR,62,27,13,4.77,60.78,102,2021
83,57,Jaksic,SRB,61,25,11,4.07,62.89,97,2021
84,57,Inoue,JPN,61,22,11,3.59,64.89,94,2021
85,57,Guerra,ITA,61,16,4,4.36,75.31,81,2021
86,57,Nwakalor S.,ITA,61,29,6,4.07,63.54,96,2021
87,58,Dambrink,NED,58,13,9,6.44,72.50,80,2021
88,58,Gong X.Y.,CHN,58,19,8,9.67,68.24,85,2021
89,59,Thompson,USA,56,19,6,3.29,69.14,81,2021
90,60,Mirosavljevic,SRB,54,23,4,3.60,66.67,81,2021
91,61,M. Jasper,NED,53,12,5,3.53,75.71,70,2021
92,61,Hancock,USA,53,17,3,3.53,72.60,73,2021
93,62,C.Tapaphaipun,THA,51,19,12,3.64,62.20,82,2021
94,62,Jineiry,DOM,51,12,2,3.40,78.46,65,2021
95,63,Jiyun J.,KOR,50,17,10,3.33,64.94,77,2021
96,63,Gaila,DOM,50,14,2,4.55,75.76,66,2021
97,63,Mitrovic,CAN,50,20,8,3.33,64.10,78,2021
98,64,Lin L.,CHN,49,18,6,3.27,67.12,73,2021
99,64,Hill,USA,49,19,9,3.27,63.64,77,2021
100,65,Timmerman,NED,48,7,12,3.20,71.64,67,2021
101,65,Van Avermaet,BEL,48,12,11,3.20,67.61,71,2021
102,66,Fedorovtseva,RUS,46,20,18,3.07,54.76,84,2021
103,66,Melli,ITA,46,23,7,3.07,60.53,76,2021
104,66,Maglio,CAN,46,18,7,3.29,64.79,71,2021
105,67,Erdem,TUR,44,18,6,2.59,64.71,68,2021
106,67,Dain,KOR,44,6,3,3.38,83.02,53,2021
107,68,Carol Gattaz,BRA,43,6,3,2.87,82.69,52,2021
108,69,T.Pleumjit,THA,42,12,8,2.80,67.74,62,2021
109,69,Cross,CAN,42,9,7,2.80,72.41,58,2021
110,70,Djordjevic,SRB,41,18,5,2.73,64.06,64,2021
111,70,Alagierska,POL,41,16,3,2.73,68.33,60,2021
112,71,Duan F.,CHN,40,7,4,4.44,78.43,51,2021
113,72,Eve,DOM,39,14,8,2.79,63.93,61,2021
114,72,Plak,NED,39,12,4,3.90,70.91,55,2021
115,73,Kocic,SRB,38,6,7,2.53,74.51,51,2021
116,74,Omoruyi,ITA,37,13,5,2.47,67.27,55,2021
117,75,Liu X.T.,CHN,36,17,2,2.77,65.45,55,2021
118,76,Janssens,BEL,34,14,6,2.43,62.96,54,2021
119,76,Naz,TUR,34,4,4,3.78,80.95,42,2021
120,76,Boz,TUR,34,3,4,2.00,82.93,41,2021
121,76,Shimamura,JPN,34,3,5,2.43,80.95,42,2021
122,76,Seungju,KOR,34,4,6,2.27,77.27,44,2021
123,77,Smirnova,RUS,33,10,1,2.36,75.00,44,2021
124,77,Joseph,CAN,33,8,3,2.20,75.00,44,2021
125,78,Aykaç,TUR,32,8,4,3.56,72.73,44,2021
126,78,Fetisova,RUS,32,16,7,2.29,58.18,55,2021
127,78,Dahye,KOR,32,7,2,2.13,78.05,41,2021
128,79,Koroleva,RUS,31,9,14,2.07,57.41,54,2021
129,79,Zaytseva,RUS,31,12,4,3.88,65.96,47,2021
130,79,Wenerska,POL,31,17,6,5.17,57.41,54,2021
131,80,Kosheleva,RUS,30,15,8,2.73,56.60,53,2021
132,80,Mazzaro,ITA,30,18,5,2.00,56.60,53,2021
133,81,Ercan,TUR,29,3,5,1.81,78.38,37,2021
134,81,Savic,SRB,29,15,5,2.23,59.18,49,2021
135,81,Weitzel,GER,29,8,0,1.93,78.38,37,2021
136,81,Akinradewo,USA,29,6,7,2.07,69.05,42,2021
137,81,Lohuis,NED,29,7,9,2.42,64.44,45,2021
138,81,Piva,ITA,29,11,1,4.83,70.73,41,2021
139,82,Liu Y.H.,CHN,28,9,1,2.00,73.68,38,2021
140,82,Yang Hyo Jin,KOR,28,4,9,1.87,68.29,41,2021
141,82,Ding X.,CHN,28,12,3,4.67,65.12,43,2021
142,83,Courtney,USA,27,4,1,3.86,84.38,32,2021
143,83,Efimienko,POL,27,10,2,2.08,69.23,39,2021
144,84,Ana Beatriz,BRA,26,3,3,1.73,81.25,32,2021
145,84,Matveeva,RUS,26,11,4,2.36,63.41,41,2021
146,84,Li Y.Y.,CHN,26,5,4,4.33,74.29,35,2021
147,85,Schölzel,GER,25,9,7,1.67,60.98,41,2021
148,86,Poll,GER,24,7,3,1.71,70.59,34,2021
149,86,K.Karina,THA,24,7,2,1.60,72.73,33,2021
150,87,Demeyer,BEL,23,9,4,1.53,63.89,36,2021
151,87,Tashiro,JPN,23,5,3,1.64,74.19,31,2021
152,88,Araki,JPN,22,7,6,1.29,62.86,35,2021
153,88,Hyejin,KOR,22,3,2,3.14,81.48,27,2021
154,88,Zhu T.,CHN,22,9,2,3.67,66.67,33,2021
155,89,Scholten,NED,21,6,5,1.62,65.62,32,2021
156,89,Kästner,GER,21,8,2,1.40,67.74,31,2021
157,89,Janiska,GER,21,4,0,5.25,84.00,25,2021
158,89,Lazareva E.,RUS,21,7,2,2.62,70.00,30,2021
159,89,Yamada,JPN,21,8,6,1.40,60.00,35,2021
160,89,Eunjin,KOR,21,7,5,1.40,63.64,33,2021
161,89,Bonifacio,ITA,21,9,0,1.40,70.00,30,2021
162,89,Czyrniańska,POL,21,11,4,1.50,58.33,36,2021
163,90,Uzelac,SRB,20,7,5,1.33,62.50,32,2021
164,90,Gray,CAN,20,7,1,1.82,71.43,28,2021
165,90,Stigrot,GER,20,6,7,1.67,60.61,33,2021
166,91,Medic,SRB,19,1,2,1.27,86.36,22,2021
167,91,Ishii,JPN,19,7,1,1.12,70.37,27,2021
168,91,Washington,USA,19,9,3,1.19,61.29,31,2021
169,91,Roberta,BRA,19,4,2,2.38,76.00,25,2021
170,92,Knip,NED,18,5,3,1.50,69.23,26,2021
171,92,Hayashi,JPN,18,5,2,1.12,72.00,25,2021
172,92,Dominguez,DOM,18,6,3,1.38,66.67,27,2021
173,92,Dani Lins,BRA,18,3,5,2.00,69.23,26,2021
174,93,Korneluk,POL,17,8,8,1.55,51.52,33,2021
175,93,Aydın,TUR,17,4,3,3.40,70.83,24,2021
176,94,Dahyeon,KOR,16,2,2,1.14,80.00,20,2021
177,95,Sobolska,POL,15,3,4,1.00,68.18,22,2021
178,95,Songyi,KOR,15,4,3,1.00,68.18,22,2021
179,96,Wang Y.Y.,CHN,14,6,2,0.93,63.64,22,2021
180,96,Yan N.,CHN,14,3,1,2.80,77.78,18,2021
181,97,Rosamaria,BRA,13,6,5,0.93,54.17,24,2021
182,98,Valdez,DOM,12,4,0,1.00,75.00,16,2021
183,98,Lubian,ITA,12,4,1,0.80,70.59,17,2021
184,98,Carol,BRA,12,9,1,0.86,54.55,22,2021
185,98,Lemmens,BEL,12,1,0,0.86,92.31,13,2021
186,99,Diao L.Y.,CHN,11,8,0,1.22,57.89,19,2021
187,99,Yuan X.Y.,CHN,11,6,1,1.83,61.11,18,2021
188,100,Stragier,BEL,10,4,2,0.67,62.50,16,2021
189,100,Markovic,SRB,10,3,3,0.83,62.50,16,2021
190,100,Bock,GER,10,3,2,0.67,66.67,15,2021
191,100,Vanjak,GER,10,2,2,1.00,71.43,14,2021
192,100,Okumura,JPN,10,5,2,0.67,58.82,17,2021
193,100,H.Amporn,THA,10,5,1,0.77,62.50,16,2021
194,100,Mambru,DOM,10,4,1,0.67,66.67,15,2021
195,100,Furlan,ITA,10,5,1,0.71,62.50,16,2021
196,100,Güneş,TUR,10,8,1,1.43,52.63,19,2021
197,100,Lazareva,RUS,10,4,0,1.67,71.43,14,2021
198,100,Natália,BRA,10,2,6,2.50,55.56,18,2021
199,101,Akman,TUR,9,3,2,0.56,64.29,14,2021
200,101,Kapustina,RUS,9,3,2,1.12,64.29,14,2021
201,101,Seki,JPN,9,2,1,1.12,75.00,12,2021
202,101,Smith,CAN,9,1,0,0.90,90.00,10,2021
203,101,Morello,ITA,9,3,1,1.80,69.23,13,2021
204,102,M.Sirima,THA,8,5,2,0.73,53.33,15,2021
205,102,Gao Y.,CHN,8,2,0,0.89,80.00,10,2021
206,102,Battistoni,ITA,8,3,1,0.80,66.67,12,2021
207,102,Fedusio,POL,8,4,0,0.57,66.67,12,2021
208,102,Nabeya,JPN,8,6,2,0.62,50.00,16,2021
209,103,Baijens,NED,7,0,0,0.88,100.00,7,2021
210,103,Kalaç,TUR,7,4,0,0.50,63.64,11,2021
211,103,Rodriguez,DOM,7,3,0,0.47,70.00,10,2021
212,103,Plummer,USA,7,3,0,1.40,70.00,10,2021
213,103,Livingston,CAN,7,7,3,0.50,41.18,17,2021
214,103,Pipunyrova,RUS,7,2,0,0.70,77.78,9,2021
215,104,Gilson,BEL,6,1,1,0.46,75.00,8,2021
216,104,Yang H.Y.,CHN,6,6,0,0.43,50.00,12,2021
217,104,Dixon,USA,6,2,1,0.46,66.67,9,2021
218,104,Parsons,USA,6,0,1,0.55,85.71,7,2021
219,104,Różański,POL,6,3,3,0.46,50.00,12,2021
220,104,N.Chatsuda,THA,6,4,0,0.43,60.00,10,2021
221,104,Ogbogu,USA,6,2,3,0.55,54.55,11,2021
222,105,Delic,SRB,5,2,1,0.33,62.50,8,2021
223,105,Brovkina,RUS,5,1,1,0.33,71.43,7,2021
224,105,Seoyoung,KOR,5,3,0,0.38,62.50,8,2021
225,105,Łazowska,POL,5,5,0,0.56,50.00,10,2021
226,105,Nyeme,BRA,5,2,1,0.29,62.50,8,2021
227,105,Akutagawa,JPN,5,2,0,0.56,71.43,7,2021
228,105,Snape,CAN,5,5,4,0.42,35.71,14,2021
229,105,Soraya,THA,5,2,0,1.67,71.43,7,2021
230,106,Güveli,TUR,4,0,1,0.50,80.00,5,2021
231,106,N.Watchareeya,THA,4,1,0,0.27,80.00,5,2021
232,106,Zheng Y.X.,CHN,4,0,0,0.44,100.00,4,2021
233,106,Adenizia,BRA,4,1,1,0.33,66.67,6,2021
234,106,Robitaille,CAN,4,5,1,0.50,40.00,10,2021
235,106,Ogoms,CAN,4,4,0,0.33,50.00,8,2021
236,106,Cvetkovic,SRB,4,3,0,0.44,57.14,7,2021
237,107,Korevaar,NED,3,2,0,0.21,60.00,5,2021
238,107,De Valkeneer,BEL,3,4,1,0.43,37.50,8,2021
239,107,Pattiya,THA,3,2,2,0.21,42.86,7,2021
240,107,Carlini,USA,3,2,0,0.50,60.00,5,2021
241,107,Tapp,USA,3,3,0,0.25,50.00,6,2021
242,107,Sheilla,BRA,3,0,0,0.25,100.00,3,2021
243,107,Bukilić,SRB,3,3,2,0.33,37.50,8,2021
244,107,Buse,TUR,3,1,0,0.38,75.00,4,2021
245,108,Malygina,RUS,2,1,0,0.33,66.67,3,2021
246,108,Ana Cristina,BRA,2,2,1,0.18,40.00,5,2021
247,108,Lorenne,BRA,2,1,1,0.20,50.00,4,2021
248,108,Van Buskirk,CAN,2,1,0,0.25,66.67,3,2021
249,108,P.Gullapa,THA,2,0,0,0.67,100.00,2,2021
250,108,Krenicky,BEL,2,1,0,1.00,66.67,3,2021
251,108,Mayany,BRA,2,0,1,0.17,66.67,3,2021
252,109,de Zwart,NED,1,0,0,0.33,100.00,1,2021
253,109,Van Sas,BEL,1,2,1,0.08,25.00,4,2021
254,109,Van de Vyver J.,BEL,1,0,1,0.08,50.00,2,2021
255,109,Austin,CAN,1,0,0,0.12,100.00,1,2021
256,109,Gorbunova,RUS,1,0,0,0.20,100.00,1,2021
257,109,Perez,DOM,1,0,0,0.12,100.00,1,2021
258,109,Gryka,POL,1,1,0,0.10,50.00,2,2021
259,109,Meijers,NED,1,1,0,0.17,50.00,2,2021
260,110,Savelkoel,NED,0,0,0,,,0,2021
261,110,Van Aalen,NED,0,0,0,,,0,2021
262,110,Ambrosius,GER,0,0,0,,,0,2021
263,110,"Bock, J.",GER,0,0,0,,,0,2021
264,110,Tirawan,THA,0,0,0,,,0,2021
265,110,Larysmer,DOM,0,0,1,0.00,0.00,1,2021
266,110,White,CAN,0,0,0,,,0,2021
267,110,Druzkowska,POL,0,0,0,,,0,2021
268,110,Cekulaev,GER,0,0,0,,,0,2021
269,110,H. Jasper,NED,0,0,0,,,0,2021
270,110,S. Sahin,TUR,0,0,0,,,0,2021
271,110,Cebecioğlu,TUR,0,0,0,,,0,2021
272,110,De Tant,BEL,0,0,0,,,0,2021
273,110,Reesink,NED,0,0,0,,,0,2021
274,110,Oude Luttikhuis,NED,0,0,0,,,0,2021
275,1,Kojima,JPN,182,43,17,14.00,75.21,242,2022
276,2,Pušić,SRB,180,47,23,12.00,72.00,250,2022
277,3,Stenzel,POL,176,27,17,14.67,80.00,220,2022
278,4,Schoot,NED,161,55,35,13.42,64.14,251,2022
279,5,De Gennaro,ITA,159,33,21,10.60,74.65,213,2022
280,6,Pogany,GER,144,47,7,12.00,72.73,198,2022
281,7,Rampelberg,BEL,127,39,10,10.58,72.16,176,2022
282,8,Nyeme,BRA,122,31,19,8.13,70.93,172,2022
283,9,Todorova,BUL,121,33,41,10.08,62.05,195,2022
284,10,Koga,JPN,118,17,6,9.08,83.69,141,2022
285,11,K. Ajcharaporn,THA,116,28,21,8.92,70.30,165,2022
286,12,M. Chatchu-On,THA,115,33,25,8.85,66.47,173,2022
287,13,Hayashi,JPN,114,16,7,8.77,83.21,137,2022
288,14,Gong X.Y.,CHN,110,20,21,8.46,72.85,151,2022
289,15,Wang W.Y.,CHN,103,25,24,7.92,67.76,152,2022
290,16,Li Y.Y.,CHN,101,36,27,7.77,61.59,164,2022
291,17,Inoue,JPN,100,18,9,7.69,78.74,127,2022
292,18,Aköz,TUR,98,27,15,6.53,70.00,140,2022
293,19,Peña Isabel,DOM,96,19,15,8.00,73.85,130,2022
294,20,Dahye,KOR,95,22,15,7.92,71.97,132,2022
295,21,Brie,CAN,93,28,8,7.75,72.09,129,2022
296,22,Van Gestel,BEL,92,25,12,7.67,71.32,129,2022
297,23,K. Pimpichaya,THA,91,23,29,7.00,63.64,143,2022
298,24,Herbots,BEL,89,27,7,7.42,72.36,123,2022
299,25,Van de Vyver J.,BEL,88,22,14,7.33,70.97,124,2022
300,26,Paskova,BUL,87,28,13,7.25,67.97,128,2022
301,26,Van Ryk,CAN,87,16,6,7.25,79.82,109,2022
302,27,Alsmeier,GER,84,22,6,7.64,75.00,112,2022
303,27,Özbay,TUR,84,14,15,5.60,74.34,113,2022
304,28,Janiska,GER,83,17,5,6.92,79.05,105,2022
305,29,Lozo,SRB,82,18,13,7.45,72.57,113,2022
306,29,Gabi,BRA,82,24,17,7.45,66.67,123,2022
307,30,Różański,POL,81,13,8,6.75,79.41,102,2022
308,30,Gray,CAN,81,20,0,6.75,80.20,101,2022
309,31,Bergmann,BRA,80,21,12,5.33,70.80,113,2022
310,32,Macris,BRA,78,22,13,5.20,69.03,113,2022
311,32,Karakurt,TUR,78,16,13,5.20,72.90,107,2022
312,33,Kästner,GER,76,14,7,6.33,78.35,97,2022
313,33,Larysmer,DOM,76,22,12,6.33,69.09,110,2022
314,33,Johnson,CAN,76,10,4,6.33,84.44,90,2022
315,34,Seki,JPN,75,16,3,5.77,79.79,94,2022
316,35,Kisy,BRA,74,21,12,4.93,69.16,107,2022
317,35,Hentz,USA,74,15,5,5.69,78.72,94,2022
318,35,Wong-Orantes,USA,74,12,3,8.22,83.15,89,2022
319,36,Natinha,BRA,71,24,8,4.73,68.93,103,2022
320,36,Bongaerts,NED,71,32,21,5.92,57.26,124,2022
321,37,Carlini,USA,70,9,2,7.78,86.42,81,2022
322,37,Guilliams,BEL,70,17,6,8.75,75.27,93,2022
323,38,Stigrot,GER,69,8,6,5.75,83.13,83,2022
324,39,Wołosz,POL,67,22,10,5.58,67.68,99,2022
325,39,Lazović,SRB,67,20,18,4.47,63.81,105,2022
326,40,Hye Seon,KOR,66,18,12,5.50,68.75,96,2022
327,40,Bjelica,SRB,66,14,12,4.40,71.74,92,2022
328,41,Ni F.F.,CHN,65,6,8,5.00,82.28,79,2022
329,41,Savelkoel,NED,65,22,16,5.42,63.11,103,2022
330,41,Buijs,NED,65,23,6,8.12,69.15,94,2022
331,41,Cook,USA,65,14,2,7.22,80.25,81,2022
332,42,Marte,DOM,64,16,10,5.33,71.11,90,2022
333,43,G. Pornpun,THA,63,34,24,4.85,52.07,121,2022
334,43,Kitipova,BUL,63,21,20,5.25,60.58,104,2022
335,43,Murmann,CAN,63,22,6,5.25,69.23,91,2022
336,44,P. Piyanut,THA,62,16,32,5.64,56.36,110,2022
337,44,Tamaki,JPN,62,15,8,4.77,72.94,85,2022
338,45,Baladın,TUR,61,20,9,4.07,67.78,90,2022
339,45,Aykaç,TUR,61,14,11,4.07,70.93,86,2022
340,46,Gaila,DOM,60,20,11,5.00,65.93,91,2022
341,47,Ishikawa,JPN,59,13,1,4.54,80.82,73,2022
342,48,Martinez,DOM,58,15,15,4.83,65.91,88,2022
343,49,Pri Daroit,BRA,56,23,12,3.73,61.54,91,2022
344,50,Degradi,ITA,55,16,11,4.58,67.07,82,2022
345,51,Van Avermaet,BEL,54,11,7,5.40,75.00,72,2022
346,51,Drča,SRB,54,23,16,7.71,58.06,93,2022
347,51,Yordanova,BUL,54,13,6,6.75,73.97,73,2022
348,52,Chausheva,BUL,53,14,5,4.42,73.61,72,2022
349,52,M. Jasper,NED,53,24,16,4.42,56.99,93,2022
350,53,Sohwi,KOR,52,12,10,4.33,70.27,74,2022
351,54,Demeyer,BEL,51,19,5,5.10,68.00,75,2022
352,54,Mirković,SRB,51,18,9,3.40,65.38,78,2022
353,55,Górecka,POL,50,14,4,4.17,73.53,68,2022
354,55,Diao L.Y.,CHN,50,18,20,5.00,56.82,88,2022
355,55,Jin Y.,CHN,50,12,2,3.85,78.12,64,2022
356,56,Uchiseto,JPN,48,2,0,3.69,96.00,50,2022
357,56,Wang Y.L.,CHN,48,18,8,3.69,64.86,74,2022
358,56,Plak,NED,48,12,9,4.00,69.57,69,2022
359,57,Łukasik,POL,47,17,4,3.92,69.12,68,2022
360,58,Diken,TUR,46,9,7,3.07,74.19,62,2022
361,58,Malinov,ITA,46,13,5,3.07,71.88,64,2022
362,58,Buša,SRB,46,10,4,4.18,76.67,60,2022
363,58,Bosetti,ITA,46,9,4,6.57,77.97,59,2022
364,59,Orthmann,GER,45,19,3,3.75,67.16,67,2022
365,59,Rodriguez,DOM,45,27,6,5.62,57.69,78,2022
366,60,P. Supattra,THA,44,27,9,4.89,55.00,80,2022
367,60,Ran,KOR,44,10,3,11.00,77.19,57,2022
368,60,Aleksić,SRB,44,6,9,2.93,74.58,59,2022
369,60,Dambrink,NED,44,15,11,3.67,62.86,70,2022
370,60,Czyrniańska,POL,44,16,9,5.50,63.77,69,2022
371,61,Frantti,USA,43,8,1,4.78,82.69,52,2022
372,61,Stevanović,SRB,43,9,7,2.87,72.88,59,2022
373,62,Glaab,GER,42,14,1,3.50,73.68,57,2022
374,63,Milenković,SRB,41,15,3,3.73,69.49,59,2022
375,64,Parsons,USA,40,9,0,4.44,81.63,49,2022
376,64,Egonu,ITA,40,17,13,3.64,57.14,70,2022
377,65,Orro,ITA,38,16,8,5.43,61.29,62,2022
378,66,Dimitrova,BUL,37,12,3,9.25,71.15,52,2022
379,66,Yamagishi,JPN,37,10,1,2.85,77.08,48,2022
380,66,Palermo,CAN,37,9,1,4.62,78.72,47,2022
381,66,İvegin,TUR,37,5,0,3.36,88.10,42,2022
382,67,Drews,USA,36,9,3,4.00,75.00,48,2022
383,68,Gennari,ITA,35,10,5,3.18,70.00,50,2022
384,68,Chirichella,ITA,35,10,3,2.33,72.92,48,2022
385,68,Jeongah,KOR,35,17,9,2.92,57.38,61,2022
386,68,Timmerman,NED,35,16,8,2.92,59.32,59,2022
387,69,Nwakalor S.,ITA,33,4,9,2.20,71.74,46,2022
388,70,Maglio,CAN,32,5,1,2.67,84.21,38,2022
389,70,Plummer,USA,32,9,1,3.56,76.19,42,2022
390,71,B. Hattaya,THA,31,7,14,3.10,59.62,52,2022
391,71,S. Sahin,TUR,31,5,4,2.82,77.50,40,2022
392,72,Vanjak,GER,30,13,1,2.50,68.18,44,2022
393,72,Todorova M.,BUL,30,2,0,2.50,93.75,32,2022
394,72,Szlagowska,POL,30,16,6,2.50,57.69,52,2022
395,72,Ding X.,CHN,30,12,9,2.31,58.82,51,2022
396,73,Thompson,USA,29,12,0,3.22,70.73,41,2022
397,74,Peralta,DOM,28,10,4,2.33,66.67,42,2022
398,74,Jineiry,DOM,28,4,4,2.33,77.78,36,2022
399,74,Dimitrova N.,BUL,28,10,9,2.33,59.57,47,2022
400,74,Ogawa,JPN,28,4,1,2.15,84.85,33,2022
401,74,Krenicky,BEL,28,8,4,2.33,70.00,40,2022
402,74,Janssens,BEL,28,7,2,2.33,75.68,37,2022
403,74,S.Nattaporn,THA,28,4,6,7.00,73.68,38,2022
404,75,Weitzel,GER,27,4,2,2.25,81.82,33,2022
405,75,Güneş,TUR,27,15,11,1.80,50.94,53,2022
406,75,Fersino,ITA,27,4,3,1.80,79.41,34,2022
407,75,Wang Y.Y.,CHN,27,6,12,2.08,60.00,45,2022
408,76,Erdem,TUR,26,9,7,1.73,61.90,42,2022
409,76,Shimamura,JPN,26,4,3,2.00,78.79,33,2022
410,76,Lohuis,NED,26,5,3,2.17,76.47,34,2022
411,77,Bajema,USA,25,3,0,3.12,89.29,28,2022
412,77,Guillen,DOM,25,5,3,3.12,75.76,33,2022
413,78,Pietrini,ITA,24,3,4,3.43,77.42,31,2022
414,79,Carol,BRA,23,6,12,1.53,56.10,41,2022
415,79,Kingdon,USA,23,6,0,2.88,79.31,29,2022
416,79,Cross,CAN,23,9,0,1.92,71.88,32,2022
417,79,Sylla,ITA,23,6,6,2.09,65.71,35,2022
418,80,Aydın,TUR,22,3,4,3.14,75.86,29,2022
419,80,HEEJIN,KOR,22,5,4,1.83,70.97,31,2022
420,80,Martin,BEL,22,9,5,1.83,61.11,36,2022
421,80,Yuan X.Y.,CHN,22,5,11,1.69,57.89,38,2022
422,80,Reed,USA,22,2,3,5.50,81.48,27,2022
423,81,Hanbi,KOR,20,4,4,1.67,71.43,28,2022
424,81,Stragier,BEL,20,10,2,2.00,62.50,32,2022
425,81,Danesi,ITA,20,6,4,1.82,66.67,30,2022
426,81,Poulter,USA,20,11,1,4.00,62.50,32,2022
427,82,Livingston,CAN,19,3,1,1.58,82.61,23,2022
